bytes,builtin,builtin unrolled,builtin errata,builtin manual,builtin movdq,builtin movdq unrolled,builtin movdq manual,SSSE3
4433920, 2022267, 991866, 898712, 575298, 1014220, 960840, 756432, 1132744
4434944, 2022119, 992091, 898919, 581246, 1014436, 960908, 756956, 1133265
4435968, 2023361, 992327, 899132, 583000, 1015048, 961147, 757151, 1164508
4436992, 2023296, 992552, 899351, 581660, 1015146, 961375, 757331, 1133702
4438016, 2021001, 992777, 899569, 583310, 1015506, 961562, 757497, 1133971
4439040, 2024723, 993013, 899762, 577967, 1014421, 961778, 757674, 1134323
4440064, 2024774, 993238, 900004, 582054, 1015929, 962014, 757665, 1134562
4441088, 2023384, 993463, 900193, 582866, 1015453, 962248, 757842, 1134846
4442112, 2017518, 993699, 900406, 582314, 1016328, 962455, 758209, 1135098
4443136, 2024582, 993924, 900607, 582444, 1016089, 962685, 758188, 1135355
4444160, 2025664, 994160, 900823, 582243, 1016515, 962913, 758339, 1135627
4445184, 2025546, 994385, 900991, 582701, 1016756, 963140, 758475, 1135887
4446208, 2026607, 994610, 901225, 582863, 1016804, 963279, 758898, 1136147
4447232, 2026568, 994846, 901420, 582979, 1017203, 963569, 759061, 1136390
4448256, 2027686, 995071, 901511, 583133, 1017283, 963738, 759081, 1136564
4449280, 2028937, 995296, 901834, 583269, 1017392, 964033, 759404, 1136682
4450304, 2021640, 995532, 902032, 591137, 1017898, 964379, 759359, 1136927
4451328, 2028204, 995757, 902230, 588705, 1018386, 964583, 759598, 1137554
4452352, 2030367, 995982, 902440, 584141, 1018392, 964687, 759936, 1137726
4453376, 2030740, 996218, 902650, 587458, 1018474, 964837, 760084, 1137948
4454400, 2029750, 996443, 902866, 583955, 1018868, 965130, 760279, 1138344
4455424, 2031704, 996679, 903055, 585444, 1018971, 965482, 760459, 1138533
4456448, 2032183, 996904, 903271, 587413, 1019317, 965461, 760634, 1138764
4457472, 2033020, 997129, 903481, 584356, 1019465, 965535, 760808, 1138956
4458496, 2033286, 997365, 903679, 584469, 1019825, 966031, 760971, 1139272
4459520, 2026808, 997590, 903892, 584602, 1020355, 966265, 760965, 1139482
4460544, 2034060, 997815, 904105, 584735, 1020204, 966455, 761080, 1139757
4461568, 2033049, 998051, 904297, 578104, 1020411, 966685, 761328, 1140020
4462592, 2033422, 998276, 904498, 586957, 1020816, 966895, 761677, 1140331
4463616, 2033954, 998512, 904693, 577566, 1021103, 967253, 761849, 1140600
4464640, 2035858, 998737, 904915, 585060, 1021422, 967339, 761848, 1140854
4465664, 2035027, 998962, 905116, 585244, 1021239, 967549, 761964, 1140922
4466688, 2035589, 999198, 905326, 585534, 1021679, 967785, 762186, 1141312
4467712, 2036789, 999423, 905530, 585672, 1021904, 967998, 762549, 1141631
4468736, 2036493, 999648, 905740, 577033, 1021910, 968223, 762721, 1141865
4469760, 2030202, 999884, 905932, 585927, 1022238, 968447, 762827, 1142081
4470784, 2038708, 1000109, 906133, 586072, 1022536, 968657, 763073, 1142394
4471808, 2039187, 1000334, 906346, 586196, 1022732, 968873, 763152, 1142586
4472832, 2038918, 1000570, 906573, 586350, 1022685, 969045, 763419, 1142912
4473856, 2040553, 1000795, 906757, 586486, 1023181, 969323, 763593, 1143124
4474880, 2032402, 1001031, 906970, 586622, 1023433, 969556, 763755, 1143243
4475904, 2039565, 1001256, 907171, 586755, 1023270, 969772, 763933, 1143606
4476928, 2039731, 1001481, 907398, 586917, 1023876, 970000, 763894, 1143896
4477952, 2033812, 1001717, 907608, 587059, 1024077, 970230, 764294, 1144233
4478976, 2034267, 1001942, 907809, 587183, 1024458, 970440, 764468, 1144517
4480000, 2034832, 1002167, 908013, 587307, 1024893, 970667, 764547, 1144733
4481024, 2041541, 1002403, 908220, 587271, 1025029, 970895, 764814, 1144738
4482048, 2044302, 1002628, 908427, 580357, 1025620, 971111, 764983, 1145295
4483072, 2044302, 1002864, 908619, 595081, 1025591, 971457, 765160, 1145537
4484096, 2044905, 1003089, 908823, 603552, 1025520, 971673, 765337, 1145756
4485120, 2045780, 1003314, 909045, 587963, 1025721, 972010, 765187, 1146099
4486144, 2046052, 1003550, 934568, 622179, 1026638, 972128, 765704, 1146318
4487168, 2046333, 1003775, 909459, 592984, 1026504, 972202, 765878, 1146551
4488192, 2046856, 1004000, 909538, 588685, 1026788, 972432, 766041, 1146814
4489216, 2047640, 1004236, 909879, 589013, 1026404, 972640, 766236, 1147104
4490240, 2048048, 1004461, 910077, 588620, 1026942, 972876, 766236, 1147417
4491264, 2048030, 1004686, 910284, 600788, 1027489, 973228, 766395, 1147636
4492288, 2048541, 1004922, 910479, 604799, 1027684, 973429, 766736, 1147908
4493312, 2049047, 1005147, 910710, 595990, 1027462, 973698, 766868, 1148151
4494336, 2048710, 1005383, 910899, 580853, 1028183, 973908, 767058, 1148310
4495360, 2049866, 1005608, 911109, 582716, 1028727, 973985, 767043, 1148706
4496384, 2048843, 1005833, 911339, 593061, 1028464, 974325, 767434, 1148928
4497408, 2051347, 1006069, 911585, 589578, 1028674, 974659, 767620, 1149103
4498432, 2043432, 1006294, 911789, 589714, 1029020, 974662, 767797, 1149490
4499456, 2051897, 1006519, 911966, 590554, 1029546, 974881, 767803, 1149620
4500480, 2044130, 1006755, 912206, 589983, 1029293, 975082, 768137, 1150016
4501504, 2053243, 1006980, 912424, 590137, 1029857, 975336, 768335, 1150279
4502528, 2053677, 1007216, 912640, 584773, 1029537, 975691, 768498, 1150537
4503552, 2045679, 1007441, 912841, 592283, 1030422, 975771, 768672, 1150788
4504576, 2053340, 1007666, 913033, 590524, 1030283, 975981, 768598, 1151051
4505600, 2054416, 1007902, 913264, 576895, 1030759, 976341, 768935, 1151308
4506624, 2055102, 1008127, 913459, 596694, 1030670, 976563, 769027, 1151503
4507648, 2054159, 1008352, 913675, 591869, 1031424, 976761, 769367, 1151802
4508672, 2056447, 1008588, 913876, 590308, 1031569, 976868, 769358, 1152095
4509696, 2055031, 1008813, 914095, 602489, 1031554, 977237, 769695, 1152231
4510720, 2055693, 1009038, 914293, 591311, 1031906, 977326, 769905, 1152567
4511744, 2049387, 1009274, 914491, 584711, 1031921, 977533, 770074, 1152881
4512768, 2057890, 1009499, 914695, 595301, 1032287, 977757, 769840, 1153059
4513792, 2058857, 1009735, 914920, 591716, 1032462, 978216, 770443, 1153425
4514816, 2050951, 1009960, 915144, 591337, 1032846, 978245, 770618, 1153665
4515840, 2059699, 1010185, 915354, 606340, 1033302, 978638, 770795, 1153925
4516864, 2059882, 1010421, 915555, 592106, 1033304, 978775, 770961, 1154134
4517888, 2060276, 1010646, 915762, 599627, 1033452, 978996, 770934, 1154445
4518912, 2060054, 1010871, 915963, 597061, 1033387, 979236, 771321, 1154655
4519936, 2060352, 1011107, 916176, 592514, 1033783, 979304, 771386, 1154989
4520960, 2061607, 1011332, 916377, 604555, 1034502, 979679, 771454, 1155282
4521984, 2062115, 1011568, 916436, 592966, 1034342, 979898, 771806, 1155480
4523008, 2061160, 1011793, 916803, 592931, 1034910, 979972, 771874, 1155755
4524032, 2063064, 1012018, 917022, 594178, 1034777, 980330, 772199, 1156036
4525056, 2062674, 1012254, 917226, 593200, 1034593, 980474, 772146, 1156284
4526080, 2062414, 1012479, 917432, 587336, 1035164, 980587, 772542, 1156559
4527104, 2056388, 1012704, 917657, 593504, 1035223, 980797, 772711, 1156772
4528128, 2065320, 1012940, 917844, 593617, 1035779, 981226, 772640, 1157082
4529152, 2065349, 1013165, 918071, 609750, 1035737, 981447, 773051, 1157445
4530176, 2065804, 1013390, 918293, 600446, 1036086, 981675, 773009, 1157688
4531200, 2066345, 1013626, 918310, 593880, 1036731, 981897, 773429, 1157863
4532224, 2066739, 1013851, 918689, 594131, 1036373, 981953, 773479, 1158043
4533248, 2065338, 1014087, 918896, 600446, 1036796, 982334, 773500, 1158466
4534272, 2065695, 1014312, 919124, 599843, 1037201, 982547, 773885, 1158640
4535296, 2061068, 1014537, 919313, 600508, 1037269, 982775, 774109, 1158889
4536320, 2068554, 1014773, 919514, 594663, 1037275, 982840, 774044, 1159155
4537344, 2067404, 1014998, 919730, 591739, 1038230, 983215, 774207, 1159412
4538368, 2068034, 1015223, 919934, 595133, 1038212, 983439, 774414, 1159701
4539392, 2070044, 1015459, 920147, 595293, 1038517, 983523, 774834, 1159858
4540416, 2070520, 1015684, 920357, 597208, 1038449, 983744, 775011, 1160196
4541440, 2070890, 1015920, 920564, 597791, 1038945, 984093, 775177, 1160559
4542464, 2070778, 1016145, 920708, 605697, 1039132, 984327, 775117, 1160660
4543488, 2071948, 1016370, 920992, 602211, 1039294, 984507, 775342, 1160982
4544512, 2072297, 1016606, 921205, 592466, 1039533, 984640, 775703, 1161233
4545536, 2073320, 1016831, 921415, 597013, 1040016, 984853, 775605, 1161396
4546560, 2073352, 1017056, 921622, 615100, 1040347, 985175, 775809, 1161661
4547584, 2066490, 1017292, 921820, 596085, 1039844, 985264, 776244, 1162029
4548608, 2074647, 1017517, 922018, 596295, 1040675, 985630, 776374, 1162280
4549632, 2074677, 1017742, 922225, 593415, 1040371, 985879, 776332, 1162637
4550656, 2075180, 1017978, 922426, 596348, 1041287, 985985, 776773, 1162812
4551680, 2076120, 1018203, 922627, 596505, 1040722, 986275, 776838, 1163055
4552704, 2076495, 1018439, 922837, 601647, 1041062, 986595, 777116, 1163324
4553728, 2077048, 1018664, 923047, 596958, 1041275, 986600, 777282, 1163598
4554752, 2077332, 1018889, 923275, 597117, 1041869, 986884, 777438, 1163856
4555776, 2077471, 1019125, 923464, 597634, 1042123, 986984, 777592, 1164113
4556800, 2077163, 1019350, 923671, 613713, 1042511, 987185, 777648, 1164373
4557824, 2076835, 1019575, 923875, 597481, 1042151, 987541, 777719, 1164600
4558848, 2077001, 1019811, 924082, 603710, 1042688, 987845, 777897, 1164991
4559872, 2078710, 1020036, 924283, 601516, 1042984, 988043, 778147, 1165171
4560896, 2072501, 1020272, 924484, 601164, 1043078, 988200, 778500, 1165414
4561920, 2080318, 1020497, 924694, 594438, 1043549, 988537, 778621, 1165677
4562944, 2080578, 1020722, 924907, 598161, 1043886, 988664, 778858, 1165943
4563968, 2080694, 1020958, 925102, 598282, 1044202, 988877, 779035, 1166209
4564992, 2080830, 1021183, 925303, 589773, 1044261, 989096, 779221, 1166354
4566016, 2082426, 1021408, 925501, 598551, 1044477, 989323, 779402, 1166724
4567040, 2083145, 1021644, 925628, 608097, 1044705, 989465, 779289, 1167010
4568064, 2082556, 1021869, 925936, 598817, 1045109, 989758, 779682, 1167138
4569088, 2083798, 1022094, 926146, 598959, 1045465, 989968, 779916, 1167424
4570112, 2084022, 1022330, 926341, 603890, 1045713, 990314, 780084, 1167770
4571136, 2084549, 1022555, 926571, 599666, 1045731, 990485, 779981, 1168054
4572160, 2076714, 1022791, 926790, 614900, 1046047, 990766, 780137, 1168308
4573184, 2084673, 1023016, 926997, 616184, 1046067, 990858, 780620, 1168551
4574208, 2086358, 1023241, 927204, 599645, 1046488, 991032, 780717, 1168820
4575232, 2086305, 1023477, 927228, 614639, 1046346, 991336, 780892, 1169092
4576256, 2086852, 1023702, 927624, 599949, 1046493, 991526, 781072, 1169375
4577280, 2087688, 1023927, 927840, 599145, 1047090, 991759, 781347, 1169615
4578304, 2083564, 1024163, 928070, 600186, 1047079, 991949, 781507, 1169881
4579328, 2088750, 1024388, 928286, 604911, 1047738, 992301, 781394, 1170150
4580352, 2088617, 1024624, 928401, 600452, 1047528, 992416, 781793, 1170404
4581376, 2089380, 1024849, 928712, 600576, 1048232, 992632, 782039, 1170659
4582400, 2089649, 1025074, 928913, 600709, 1048510, 992862, 782213, 1170916
4583424, 2090155, 1025310, 929126, 605446, 1048675, 993194, 782180, 1170966
4584448, 2090589, 1025535, 929140, 610974, 1048994, 993314, 782565, 1171442
4585472, 2091482, 1025760, 929534, 602099, 1049065, 993528, 782728, 1171711
4586496, 2091934, 1025996, 929741, 601236, 1048681, 993758, 782801, 1171865
4587520, 2090518, 1026221, 929948, 601389, 1048989, 993714, 783005, 1172223
4588544, 2092484, 1026446, 930143, 606344, 1049654, 994299, 782923, 1172489
4589568, 2092901, 1026682, 930356, 602716, 1049893, 994420, 783292, 1172766
4590592, 2093398, 1026907, 930548, 601768, 1050405, 994600, 783280, 1173006
4591616, 2093152, 1027143, 930764, 601904, 1049923, 994805, 783455, 1173275
4592640, 2087009, 1027368, 930965, 602034, 1050154, 995118, 783990, 1173527
4593664, 2095033, 1027593, 931169, 602179, 1050585, 995325, 784040, 1173801
4594688, 2087881, 1027832, 931370, 602303, 1050629, 995547, 783966, 1174064
4595712, 2095725, 1028054, 931597, 604747, 1051061, 995854, 784471, 1174322
4596736, 2095503, 1028279, 931784, 602593, 1051824, 996002, 784685, 1174576
4597760, 2096869, 1028515, 932008, 602729, 1051307, 996203, 784862, 1174833
4598784, 2095204, 1028740, 932212, 602862, 1052131, 996505, 784930, 1175090
4599808, 2096585, 1028976, 932428, 610081, 1052350, 996658, 785220, 1175247
4600832, 2096555, 1029201, 932626, 603166, 1052306, 996877, 785285, 1175611
4601856, 2098986, 1029426, 932836, 603279, 1052977, 996865, 785557, 1175877
4602880, 2099423, 1029662, 933037, 603403, 1052611, 997309, 785604, 1176161
4603904, 2098675, 1029887, 933247, 603562, 1053004, 997537, 785814, 1176421
4604928, 2100118, 1030112, 933421, 618632, 1052885, 997767, 785746, 1176672
4605952, 2100230, 1030348, 933658, 603793, 1053187, 998072, 786166, 1177018
4606976, 2100157, 1030573, 933862, 619823, 1053332, 998199, 786133, 1177281
4608000, 2101369, 1030798, 934087, 610782, 1054030, 998429, 786607, 1177485
4609024, 2102184, 1031034, 934282, 604212, 1054352, 998645, 786781, 1177695
4610048, 2102705, 1031259, 934498, 586798, 1054813, 999006, 786950, 1177861
4611072, 2102764, 1031495, 934680, 604449, 1054703, 999074, 787127, 1178245
4612096, 2103216, 1031720, 934894, 604606, 1054470, 999316, 787177, 1178514
4613120, 2103627, 1031945, 935095, 611629, 1055449, 999532, 787393, 1178768
4614144, 2103276, 1032181, 935299, 617896, 1055253, 999855, 787659, 1179029
4615168, 2105085, 1032406, 935503, 604996, 1055623, 999967, 787828, 1179357
4616192, 2105576, 1032631, 935725, 604662, 1055324, 1000289, 787812, 1179552
4617216, 2105410, 1032867, 935914, 610947, 1056087, 1000510, 788179, 1179824
4618240, 2098678, 1033092, 936121, 602279, 1056593, 1000726, 788141, 1180078
4619264, 2106448, 1033328, 936322, 598113, 1056737, 1000942, 788451, 1180324
4620288, 2104978, 1033553, 936555, 612961, 1056687, 1001194, 788457, 1180601
4621312, 2107447, 1033778, 936730, 605184, 1057146, 1001413, 788496, 1180850
4622336, 2107941, 1034014, 936951, 605957, 1057373, 1001640, 788759, 1181015
4623360, 2108402, 1034239, 937144, 606090, 1057157, 1001732, 789217, 1181376
4624384, 2108145, 1034464, 937386, 601998, 1058015, 1002078, 789294, 1181660
4625408, 2109138, 1034700, 937590, 606422, 1057994, 1002294, 789563, 1181908
4626432, 2105703, 1034925, 937794, 612810, 1058343, 1002506, 789359, 1182174
4627456, 2110170, 1035150, 938001, 611459, 1058441, 1002737, 789421, 1182434
4628480, 2109936, 1035386, 938217, 606779, 1059076, 1002802, 789811, 1182701
4629504, 2109197, 1035611, 938421, 606897, 1059032, 1003018, 790213, 1182828
4630528, 2111979, 1035847, 938637, 607021, 1059404, 1003284, 790441, 1183215
4631552, 2112145, 1036072, 938838, 623576, 1059487, 1003627, 790358, 1183564
4632576, 2111613, 1036297, 939042, 606684, 1059943, 1003858, 790491, 1183753
4633600, 2112905, 1036533, 939252, 617789, 1059907, 1004094, 790719, 1184010
4634624, 2113593, 1036758, 939468, 607542, 1060203, 1004272, 790867, 1184259
4635648, 2112304, 1036983, 939630, 614835, 1060638, 1004387, 791192, 1184516
4636672, 2114440, 1037219, 939896, 609688, 1060877, 1004626, 791216, 1184805
4637696, 2115031, 1037444, 940115, 607944, 1060874, 1004842, 791390, 1185045
4638720, 2113594, 1037680, 940132, 624079, 1061173, 1005194, 791786, 1185308
4639744, 2115788, 1037905, 940502, 608213, 1061480, 1005280, 791984, 1185554
4640768, 2115657, 1038130, 940733, 610545, 1061708, 1005620, 791839, 1185835
4641792, 2116719, 1038366, 940946, 608479, 1061696, 1005755, 791889, 1185982
4642816, 2117230, 1038591, 941150, 623883, 1062246, 1005951, 792540, 1186346
4643840, 2117437, 1038816, 941345, 615616, 1062686, 1006161, 792706, 1186603
4644864, 2117863, 1039052, 941567, 625386, 1064011, 1006864, 814195, 1219095
4645888, 2165733, 1039291, 943589, 625497, 1063420, 1006613, 793158, 1219225
4646912, 2119835, 1067606, 942690, 625636, 1091756, 1034150, 814317, 1219645
4647936, 2124391, 1039738, 942170, 627954, 1063426, 1007172, 793498, 1219750
4648960, 2120196, 1039963, 943018, 630735, 1063668, 1034615, 794317, 1188129
4649984, 2120565, 1040199, 943565, 611737, 1063896, 1034624, 815163, 1220298
4651008, 2178375, 1068549, 943432, 609735, 1063183, 1007831, 793947, 1188637
4652032, 2121062, 1040652, 942998, 611728, 1067358, 1008321, 815399, 1220811
4653056, 2122301, 1040885, 943208, 609996, 1064599, 1008289, 794364, 1221217
4654080, 2178203, 1041113, 944068, 630511, 1093470, 1008733, 794471, 1221358
4655104, 2122999, 1041335, 944345, 617398, 1065043, 1008862, 816127, 1221624
4656128, 2123838, 1041574, 943823, 630236, 1065285, 1008931, 794828, 1222105
4657152, 2123933, 1041799, 969580, 626996, 1094072, 1009262, 794955, 1222271
4658176, 2124524, 1042038, 944260, 614472, 1066057, 1009735, 795177, 1222607
4659200, 2125447, 1042260, 945183, 631266, 1065992, 1009726, 795420, 1190745
4660224, 2125245, 1042482, 970169, 627410, 1066533, 1010164, 817000, 1223006
4661248, 2126697, 1070894, 945502, 620710, 1066781, 1009951, 795695, 1191218
4662272, 2126588, 1042943, 970608, 630593, 1095263, 1037580, 795869, 1223538
4663296, 2127014, 1043171, 945948, 627577, 1066938, 1010643, 797371, 1191777
4664320, 2127111, 1043404, 945472, 619009, 1067473, 1011048, 796206, 1191833
4665344, 2127826, 1043632, 971182, 632052, 1096100, 1038260, 796768, 1224347
4666368, 2128140, 1043865, 945883, 632784, 1067662, 1011166, 796928, 1224776
4667392, 2128480, 1044093, 946785, 629749, 1067905, 1011524, 796727, 1224834
4668416, 2129074, 1044315, 946291, 621671, 1068319, 1011938, 797019, 1225148
4669440, 2130420, 1072780, 947793, 612130, 1097254, 1039083, 797087, 1193158
4670464, 2129902, 1044779, 947444, 646810, 1069084, 1039375, 797368, 1225732
4671488, 2163657, 1045001, 947885, 632693, 1068830, 1012142, 797427, 1193761
4672512, 2130901, 1045237, 947133, 632055, 1069049, 1012461, 797347, 1194204
4673536, 2131188, 1045462, 947350, 618200, 1069073, 1012683, 797528, 1194405
4674560, 2131718, 1045687, 947533, 630416, 1069507, 1012899, 797936, 1194485
4675584, 2132179, 1045923, 947737, 617898, 1069729, 1012952, 798125, 1194796
4676608, 2132776, 1046148, 947941, 629939, 1069954, 1013333, 798060, 1195059
4677632, 2133133, 1046384, 948186, 614581, 1070205, 1013496, 798477, 1195269
4678656, 2132894, 1046609, 948378, 613334, 1070586, 1013706, 798640, 1195529
4679680, 2134100, 1046834, 948565, 613466, 1070669, 1013939, 798639, 1195798
4680704, 2134588, 1047070, 948772, 623335, 1070894, 1014226, 798743, 1196052
4681728, 2135401, 1047295, 948999, 613721, 1071340, 1014380, 799056, 1196321
4682752, 2135839, 1047520, 949203, 613863, 1071361, 1014667, 799343, 1196552
4683776, 2135951, 1047756, 949393, 613987, 1071730, 1014788, 799509, 1196844
4684800, 2136531, 1047981, 949623, 614126, 1071606, 1014986, 799686, 1197087
4685824, 2136799, 1048206, 949857, 624778, 1072068, 1015338, 799872, 1197379
4686848, 2137757, 1048442, 950055, 614389, 1071742, 1015500, 800038, 1197764
4687872, 2137902, 1048667, 950256, 628953, 1072544, 1015781, 800215, 1197725
4688896, 2138227, 1048903, 950457, 614658, 1072922, 1015923, 800378, 1198213
4689920, 2138683, 1049128, 950667, 630562, 1072969, 1016411, 800567, 1198379
4690944, 2139088, 1049353, 950889, 614924, 1073037, 1016441, 800730, 1198677
4691968, 2139460, 1049589, 951099, 617766, 1073392, 1016544, 800916, 1198926
4692992, 2140348, 1049814, 951303, 615193, 1073732, 1016878, 800848, 1199065
4694016, 2140533, 1050039, 951510, 616912, 1073962, 1017029, 801271, 1199461
4695040, 2141107, 1050275, 951728, 622185, 1073634, 1017331, 801294, 1199597
4696064, 2141580, 1050500, 951929, 632554, 1074471, 1017475, 801623, 1232571
4697088, 2142361, 1050736, 952130, 615752, 1073779, 1017688, 801800, 1200250
4698112, 2142695, 1050961, 952355, 637610, 1074950, 1017990, 801824, 1200505
4699136, 2142813, 1051186, 952550, 629315, 1075178, 1018209, 801906, 1200916
4700160, 2143449, 1051422, 952775, 616169, 1074832, 1018637, 802338, 1201135
4701184, 2143035, 1051647, 952973, 611728, 1075473, 1018572, 802249, 1201256
4702208, 2144847, 1051875, 953180, 632706, 1075867, 1018888, 802427, 1201634
4703232, 2144853, 1052108, 953390, 623353, 1076112, 1019016, 802856, 1201883
4704256, 2145406, 1052333, 953594, 624648, 1075710, 1019238, 803030, 1202065
4705280, 2145778, 1052558, 953807, 621748, 1076440, 1019462, 803107, 1202406
4706304, 2146113, 1052794, 954037, 621334, 1076819, 1019775, 803124, 1202624
4707328, 2146636, 1053019, 954247, 622028, 1076691, 1020000, 803535, 1202947
4708352, 2147088, 1053255, 954434, 618267, 1076943, 1020219, 803707, 1203109
4709376, 2147567, 1053480, 954652, 624085, 1077336, 1020438, 803630, 1203352
4710400, 2148058, 1053705, 954871, 618046, 1077632, 1020663, 803816, 1203630
4711424, 2148564, 1053941, 955069, 632190, 1077948, 1020890, 803979, 1203902
4712448, 2142402, 1054166, 955250, 624846, 1077883, 1021115, 804443, 1204156
4713472, 2149430, 1054391, 955465, 614383, 1078288, 1021345, 804623, 1204454
4714496, 2149935, 1054627, 955678, 609978, 1078587, 1021573, 804801, 1204836
4715520, 2142778, 1054852, 955899, 618141, 1078046, 1021685, 804668, 1205114
4716544, 2150834, 1055088, 956098, 625860, 1078861, 1021901, 805138, 1205179
4717568, 2151420, 1055313, 956320, 618410, 1079202, 1022120, 805318, 1205380
4718592, 2151809, 1055538, 956530, 627994, 1079595, 1022339, 805493, 1205605
4719616, 2144528, 1055774, 956766, 619240, 1079577, 1022552, 805620, 1205951
4720640, 2152676, 1055999, 956950, 609594, 1079325, 1022886, 805522, 1206323
4721664, 2153199, 1056227, 957151, 633134, 1080153, 1023105, 805868, 1206480
4722688, 2152925, 1056460, 957390, 619120, 1080008, 1023187, 806185, 1206781
4723712, 2153947, 1056685, 957591, 626510, 1080751, 1023551, 806058, 1207024
4724736, 2154500, 1056910, 957798, 626206, 1080709, 1023577, 806175, 1207255
4725760, 2154976, 1057146, 957996, 633696, 1080899, 1023882, 806655, 1207438
4726784, 2155523, 1057371, 958215, 620021, 1081458, 1024216, 806773, 1207813
4727808, 2156026, 1057607, 958206, 619776, 1081206, 1024222, 806933, 1208076
4728832, 2148723, 1057832, 958611, 619900, 1081900, 1024556, 807234, 1208253
4729856, 2149642, 1058057, 958806, 619669, 1082140, 1024778, 807098, 1208529
4730880, 2157474, 1058293, 959022, 630002, 1082826, 1025006, 807592, 1208942
4731904, 2158329, 1058518, 959241, 620866, 1082640, 1025322, 807769, 1209143
4732928, 2158427, 1058746, 959439, 638106, 1082622, 1025458, 807935, 1209419
4733952, 2159110, 1058979, 959649, 620571, 1083459, 1025676, 808109, 1209649
4734976, 2159272, 1059204, 959859, 622052, 1083237, 1025898, 808281, 1210087
4736000, 2160082, 1059440, 960080, 620823, 1083595, 1026212, 808437, 1210169
4737024, 2159494, 1059665, 960278, 637731, 1083820, 1026339, 808618, 1210450
4738048, 2159000, 1059890, 960459, 633985, 1084042, 1026655, 808798, 1210696
4739072, 2161182, 1060126, 960704, 618114, 1084606, 1026697, 808919, 1211269
4740096, 2161611, 1060351, 960893, 621358, 1084721, 1027019, 809159, 1211228
4741120, 2162217, 1060579, 961709, 638687, 1085100, 1027229, 809407, 1211461
4742144, 2162684, 1060812, 961296, 621627, 1085011, 1027445, 809345, 1211737
4743168, 2156558, 1061037, 961517, 621792, 1085212, 1027785, 809682, 1212183
4744192, 2163453, 1061262, 961710, 642440, 1085011, 1027998, 809546, 1212443
4745216, 2163923, 1061498, 961931, 641429, 1086427, 1056022, 810102, 1245548
4746240, 2164564, 1061726, 962132, 614995, 1085960, 1028444, 809978, 1212966
4747264, 2164904, 1061959, 962345, 623123, 1086200, 1028675, 810338, 1213055
4748288, 2165383, 1062184, 962546, 624178, 1086294, 1028888, 810246, 1213433
4749312, 2164709, 1062409, 962750, 636710, 1086114, 1029112, 810696, 1213558
4750336, 2166016, 1062645, 962951, 628991, 1086291, 1029325, 810900, 1213812
4751360, 2166723, 1062870, 963072, 616441, 1086977, 1029742, 811045, 1214037
4752384, 2167684, 1063095, 963374, 622996, 1087353, 1029748, 811261, 1214359
4753408, 2168154, 1063331, 963578, 640339, 1087557, 1030183, 811323, 1214604
4754432, 2168567, 1063556, 963803, 626073, 1087332, 1030215, 811459, 1214823
4755456, 2169064, 1063792, 964004, 621519, 1088116, 1030443, 811755, 1215056
4756480, 2169031, 1064017, 964217, 632478, 1088352, 1030670, 811820, 1215290
4757504, 2169455, 1064242, 964409, 614292, 1088461, 1030889, 811876, 1215592
4758528, 2168349, 1064478, 964607, 641725, 1088789, 1031108, 811985, 1215923
4759552, 2170457, 1064703, 964826, 627103, 1088831, 1031330, 812201, 1216192
4760576, 2170888, 1064928, 965024, 634452, 1089260, 1031557, 812449, 1216431
4761600, 2171441, 1065164, 965254, 624190, 1089076, 1031655, 812819, 1216697
4762624, 2163225, 1065389, 965441, 624320, 1089313, 1031823, 812979, 1216842
4763648, 2172245, 1065614, 965358, 624456, 1089951, 1032113, 813165, 1217126
4764672, 2173203, 1065850, 965609, 624586, 1090081, 1032424, 813203, 1217493
4765696, 2173398, 1066075, 966079, 623679, 1090419, 1032548, 813120, 1217866
4766720, 2173596, 1066311, 966280, 617331, 1089895, 1032867, 813342, 1217993
4767744, 2174126, 1066536, 966514, 626916, 1090714, 1033095, 813549, 1218288
4768768, 2174560, 1066761, 966712, 625145, 1090821, 1033216, 814022, 1218548
4769792, 2174291, 1066997, 966910, 625281, 1091427, 1033435, 814203, 1218788
4770816, 2175867, 1067222, 967123, 625414, 1091170, 1033662, 814320, 1218944
4771840, 2176231, 1067447, 967345, 607432, 1091400, 1033976, 814244, 1219337
4772864, 2174894, 1067683, 967549, 642260, 1091648, 1034195, 814664, 1219580
4773888, 2176928, 1067908, 967747, 631567, 1092047, 1034422, 814847, 1220006
4774912, 2177437, 1068144, 967951, 632063, 1092577, 1034641, 815039, 1220086
4775936, 2178108, 1068369, 968158, 626103, 1092343, 1034765, 815258, 1220364
4776960, 2171013, 1068594, 968397, 626570, 1092727, 1035108, 815427, 1220644
4777984, 2178836, 1068830, 968578, 642041, 1093307, 1035312, 815438, 1220961
4779008, 2170693, 1069055, 968802, 642585, 1093452, 1035442, 815773, 1221144
4780032, 2180219, 1069280, 969018, 626600, 1093100, 1035655, 815965, 1221422
4781056, 2180298, 1069516, 969228, 627185, 1093700, 1035871, 815917, 1221457
4782080, 2180710, 1069741, 969447, 645421, 1094236, 1036205, 816225, 1221906
4783104, 2181145, 1069966, 969642, 628347, 1094061, 1036421, 816363, 1222081
4784128, 2181683, 1070202, 969884, 640927, 1094463, 1036666, 816666, 1222448
4785152, 2182049, 1070427, 970074, 641393, 1094936, 1036885, 816532, 1222726
4786176, 2182980, 1070663, 970283, 627407, 1095199, 1036980, 816967, 1222986
