bytes,builtin,builtin unrolled,builtin errata,builtin manual,builtin movdq,builtin movdq unrolled,builtin movdq manual,SSSE3
1429504, 651671, 319813, 285550, 179822, 324242, 306432, 240717, 362062
1430528, 651895, 320038, 285757, 179949, 324547, 306592, 240880, 362319
1431552, 652906, 320263, 285975, 180073, 324697, 306869, 241084, 362588
1432576, 653436, 320499, 286156, 180203, 325002, 307052, 241193, 362733
1433600, 653835, 320724, 286363, 180339, 325223, 307310, 241450, 363034
1434624, 654367, 320960, 286561, 180475, 325442, 307502, 241643, 363300
1435648, 654692, 321185, 286759, 180617, 325682, 307715, 241761, 363626
1436672, 655275, 321410, 286980, 178752, 325767, 307925, 241924, 363889
1437696, 655316, 321646, 287117, 180194, 326228, 308191, 242104, 364152
1438720, 653400, 321871, 287392, 180691, 326302, 308321, 242228, 364338
1439744, 656433, 322096, 287868, 184044, 326465, 308599, 242293, 364658
1440768, 656493, 322332, 287989, 180957, 326846, 308853, 242668, 364844
1441792, 656915, 322557, 288007, 180915, 327045, 309045, 242813, 365098
1442816, 655358, 322782, 288187, 181569, 327346, 309264, 242976, 365432
1443840, 655816, 323018, 288432, 186808, 327541, 309519, 243017, 365690
1444864, 658941, 323243, 288616, 182045, 327719, 309684, 243233, 365947
1445888, 659331, 323479, 288542, 186393, 327923, 309903, 243457, 366133
1446912, 659198, 323704, 289021, 186761, 328363, 309950, 243576, 366461
1447936, 660265, 323929, 289219, 187523, 328585, 310414, 243810, 366698
1448960, 660753, 324165, 289417, 187698, 328727, 310541, 243964, 366966
1449984, 661158, 324390, 289615, 187145, 328907, 310843, 244146, 367221
1451008, 661658, 324615, 289854, 187955, 329380, 310938, 244321, 367425
1452032, 662146, 324851, 290006, 182379, 329185, 311142, 244478, 367765
1453056, 660384, 325076, 290227, 182272, 329425, 311375, 244670, 367980
1454080, 662790, 325312, 290443, 181057, 329927, 311653, 244906, 368259
1455104, 663458, 325537, 290644, 192659, 330051, 311907, 244939, 368483
1456128, 663931, 325762, 290949, 188476, 330548, 312126, 245125, 368734
1457152, 662131, 325998, 291069, 188416, 330190, 312226, 245371, 369053
1458176, 664650, 326223, 291262, 188768, 330950, 312576, 245495, 369344
1459200, 665253, 326448, 291454, 183381, 331053, 312693, 245711, 369506
1460224, 665909, 326684, 291664, 183396, 331311, 312977, 245932, 369769
1461248, 666326, 326909, 292087, 193490, 331663, 313214, 246107, 370089
1462272, 666832, 327134, 292093, 188944, 331831, 313409, 246065, 370331
1463296, 667284, 327370, 292305, 189445, 332121, 313551, 246390, 370579
1464320, 667674, 327595, 292569, 189356, 332328, 313841, 246607, 370857
1465344, 665977, 327831, 292699, 183821, 332407, 314080, 246787, 371112
1466368, 668881, 328056, 292903, 183778, 332680, 314228, 246991, 371375
1467392, 665123, 328281, 293089, 184123, 332999, 314471, 247053, 371632
1468416, 669049, 328517, 293304, 184247, 333123, 314778, 247349, 371934
1469440, 667429, 328742, 293474, 184168, 333265, 315000, 247405, 372102
1470464, 669969, 328967, 293710, 190341, 333676, 315160, 247582, 372403
1471488, 668280, 329203, 293914, 184614, 333930, 315414, 247795, 372684
1472512, 670862, 329428, 294127, 190589, 334185, 315638, 247919, 372966
1473536, 671385, 329664, 294514, 190714, 334383, 315768, 248100, 373125
1474560, 672115, 329889, 294700, 190453, 334513, 316091, 248256, 373438
1475584, 672884, 330114, 294742, 190920, 334737, 316324, 248395, 373657
1476608, 673359, 330350, 294957, 191151, 335095, 316534, 248602, 374012
1477632, 671467, 330575, 295158, 191264, 335305, 316679, 248732, 374180
1478656, 674276, 330800, 295351, 191394, 335554, 316945, 248907, 374530
1479680, 674681, 331036, 295720, 191177, 335787, 317122, 249143, 374686
1480704, 675128, 331261, 295744, 186255, 336012, 317347, 249294, 374946
1481728, 672976, 331486, 295936, 185614, 336163, 317690, 249451, 375313
1482752, 676124, 331722, 296140, 191801, 336470, 317791, 249607, 375520
1483776, 674126, 331947, 296347, 192174, 336641, 318057, 249823, 375780
1484800, 677026, 332183, 296551, 186477, 336760, 318249, 250015, 376043
1485824, 676292, 332408, 296767, 186370, 336931, 318527, 250181, 376241
1486848, 678034, 332633, 297030, 186651, 337162, 318734, 250394, 376542
1487872, 675796, 332869, 297169, 186468, 337478, 318988, 250592, 376865
1488896, 679101, 333094, 297435, 187201, 337632, 319035, 250654, 377078
1489920, 679612, 333319, 297571, 187346, 338016, 319307, 250858, 377276
1490944, 679918, 333555, 297778, 187494, 338235, 319624, 251130, 377643
1491968, 680473, 333780, 297997, 187621, 338315, 319821, 251319, 377847
1492992, 681017, 334016, 298209, 187408, 338540, 320025, 251370, 378154
1494016, 681407, 334241, 298414, 187517, 338938, 320206, 251532, 378423
1495040, 681733, 334466, 298615, 193833, 339270, 320383, 251745, 378675
1496064, 681594, 334702, 299064, 193386, 339504, 320629, 251917, 378935
1497088, 682694, 334927, 299037, 193776, 339565, 320859, 252058, 379204
1498112, 680836, 335152, 299241, 188351, 339734, 321170, 252289, 379461
1499136, 683610, 335388, 299457, 188499, 339968, 321309, 252475, 379629
1500160, 684254, 335613, 299673, 188585, 340384, 321516, 252588, 379875
1501184, 684302, 335838, 299868, 188393, 340456, 321676, 252783, 380138
1502208, 685136, 336074, 300078, 188381, 340698, 321971, 252972, 380395
1503232, 685644, 336299, 300288, 188788, 341153, 322293, 253096, 380644
1504256, 682839, 336535, 300486, 188925, 341153, 322518, 253297, 380916
1505280, 686545, 336760, 300962, 189330, 341381, 322544, 253465, 381161
1506304, 687019, 336985, 300782, 189371, 341892, 322909, 253705, 381433
1507328, 687063, 337221, 301302, 189291, 341863, 323077, 253761, 381693
1508352, 687917, 337446, 301305, 189244, 342105, 323231, 253968, 381959
1509376, 688381, 337671, 301397, 189463, 342389, 323491, 254155, 382205
1510400, 688917, 337907, 301825, 189498, 342549, 323792, 254409, 382465
1511424, 689366, 338132, 301923, 189874, 342794, 323985, 254418, 382734
1512448, 689656, 338368, 302138, 195659, 343250, 324127, 254642, 382991
1513472, 689585, 338593, 302322, 195940, 343480, 324277, 254829, 383254
1514496, 690254, 338818, 302538, 196091, 343468, 324617, 255030, 383500
1515520, 691226, 339054, 302742, 190362, 343956, 324842, 255219, 383754
1516544, 691676, 339279, 302804, 190507, 343906, 325037, 255378, 384026
1517568, 692169, 339504, 303147, 190663, 344154, 325188, 255541, 384292
1518592, 689724, 339740, 303268, 196689, 344633, 325424, 255680, 384549
1519616, 692938, 339965, 303561, 196854, 344831, 325667, 255801, 384809
1520640, 693399, 340190, 303779, 196630, 345100, 326081, 256227, 395457
1521664, 693985, 340426, 304099, 190838, 345357, 326134, 256177, 385321
1522688, 694490, 349852, 304593, 201606, 354963, 335216, 256609, 385584
1523712, 694925, 340887, 304516, 196420, 345910, 326595, 256567, 385847
1524736, 695356, 341112, 304903, 202507, 346126, 326950, 256801, 386107
1525760, 695885, 341337, 304891, 197043, 346167, 326930, 256877, 386373
1526784, 693777, 341573, 305001, 202141, 346495, 327269, 256978, 386613
1527808, 696695, 341798, 305225, 192875, 346643, 327520, 257294, 386888
1528832, 694833, 342023, 305533, 192129, 347102, 327683, 257436, 387148
1529856, 697627, 342259, 305607, 198049, 347312, 327914, 257607, 387411
1530880, 695563, 342484, 305822, 197868, 347297, 328109, 257779, 387863
1531904, 698555, 342720, 306000, 197901, 347539, 328384, 257927, 387923
1532928, 699022, 342945, 306228, 198122, 347923, 328543, 258031, 388247
1533952, 692548, 343170, 306290, 198521, 348015, 328741, 258285, 388523
1534976, 699954, 343406, 306547, 202451, 348397, 329014, 258421, 388703
1536000, 699859, 343631, 306793, 198569, 348438, 329202, 258604, 388986
1537024, 700888, 343856, 307029, 198388, 348695, 329419, 258752, 389235
1538048, 701355, 344092, 307230, 192304, 348964, 329694, 258923, 389489
1539072, 699800, 344317, 307324, 194169, 349233, 329871, 259127, 389824
1540096, 702281, 344542, 307638, 199397, 349426, 330113, 259281, 390013
1541120, 700222, 344778, 307839, 199308, 349683, 330338, 259414, 390299
1542144, 696214, 345003, 307661, 197652, 349854, 330448, 259675, 390539
1543168, 703717, 345239, 308229, 199932, 350194, 330723, 259796, 390799
1544192, 704155, 345464, 308451, 199603, 350410, 330950, 260008, 391113
1545216, 704613, 345689, 308678, 199725, 350632, 331163, 260076, 391307
1546240, 705095, 345925, 308859, 194616, 350827, 331426, 260360, 391574
1547264, 705559, 346150, 309060, 200429, 351126, 331529, 260526, 391905
1548288, 705527, 346375, 309211, 200529, 351359, 331819, 260597, 392109
1549312, 699422, 346611, 309445, 199311, 351530, 332026, 260893, 392440
1550336, 706952, 346836, 309658, 200289, 351862, 332201, 260937, 392650
1551360, 704205, 347072, 309862, 195175, 351983, 332481, 261194, 392901
1552384, 707342, 347297, 310057, 200574, 352211, 332748, 261327, 393206
1553408, 708049, 347522, 310290, 194722, 352468, 332943, 261593, 393404
1554432, 706254, 347758, 310488, 194370, 352684, 333126, 261726, 393678
1555456, 709462, 347983, 310692, 195432, 352920, 333327, 261936, 393921
1556480, 709814, 348208, 310899, 194075, 353159, 333569, 262066, 394181
1557504, 707354, 348444, 311109, 195429, 353367, 333844, 262270, 394462
1558528, 708105, 348669, 311142, 195485, 353612, 334081, 262406, 394702
1559552, 704013, 348894, 311532, 195940, 353810, 334294, 262616, 394965
1560576, 711135, 349130, 311739, 195926, 354135, 334433, 262619, 395222
1561600, 712049, 349355, 311943, 202182, 354215, 334729, 262914, 395518
1562624, 711292, 349591, 312150, 195964, 354381, 334909, 263033, 395769
1563648, 712486, 349816, 312357, 199429, 354691, 335113, 263293, 396029
1564672, 713447, 350041, 312555, 199320, 354898, 335402, 263423, 396316
1565696, 713938, 350277, 312777, 198510, 355309, 335512, 263574, 396523
1566720, 713861, 350502, 312978, 202232, 355413, 335728, 263740, 396836
1567744, 713633, 350727, 313188, 202918, 355678, 336014, 263923, 397017
1568768, 715126, 350963, 313386, 203122, 355808, 336165, 264150, 397277
1569792, 708593, 351188, 313613, 196807, 356030, 336411, 264372, 397611
1570816, 713530, 351424, 313817, 196801, 356249, 336689, 264405, 397877
1571840, 714156, 351649, 314009, 197448, 356471, 336834, 264692, 398102
1572864, 716664, 351874, 313985, 197401, 356841, 337032, 264822, 398377
1573888, 716348, 352110, 314429, 197475, 357080, 337342, 264999, 398551
1574912, 717595, 352335, 314636, 198149, 357015, 337623, 265262, 398894
1575936, 718668, 352560, 314946, 197339, 357562, 337673, 265386, 399139
1576960, 719207, 352796, 314896, 197759, 357937, 338055, 265608, 399577
1577984, 719792, 353021, 315130, 197765, 358020, 338205, 265724, 399621
1579008, 720023, 353246, 315458, 204121, 358345, 338448, 265915, 399982
1580032, 718062, 353482, 315659, 200313, 358617, 338723, 265966, 400195
1581056, 720965, 353707, 315922, 204588, 358803, 338868, 266116, 400408
1582080, 718553, 353943, 315978, 204736, 359058, 339152, 266279, 400689
1583104, 721900, 354168, 316348, 204905, 359149, 339359, 266667, 400946
1584128, 722382, 354393, 316407, 202102, 359457, 339569, 266634, 401200
1585152, 722320, 354629, 316632, 204517, 359599, 339755, 266820, 401475
1586176, 723334, 354854, 316957, 205266, 360102, 340086, 267110, 401724
1587200, 723135, 355079, 317152, 205236, 360293, 340254, 267160, 401990
1588224, 724200, 355315, 317400, 199285, 360341, 340570, 267530, 413129
1589248, 724724, 355540, 317551, 199361, 360589, 340671, 267704, 402551
1590272, 725167, 355776, 317776, 200068, 360853, 340819, 267550, 402776
1591296, 723209, 356001, 317921, 205892, 361204, 341100, 267829, 403033
1592320, 726101, 356226, 318214, 211277, 361340, 341209, 267882, 403288
1593344, 726568, 356462, 318376, 203140, 361532, 341588, 268189, 403557
1594368, 727041, 356687, 318393, 205085, 361645, 341839, 268417, 403808
1595392, 726045, 356912, 318636, 206205, 361813, 342028, 268544, 404068
1596416, 727955, 357148, 318870, 206643, 362390, 342111, 268757, 404328
1597440, 728440, 357373, 319201, 200627, 362532, 342392, 269014, 415513
1598464, 729049, 357598, 319357, 206179, 362677, 342688, 269180, 404846
1599488, 726491, 357834, 319565, 200337, 362810, 342933, 269437, 416051
1600512, 729944, 358059, 319836, 206245, 363312, 343134, 269475, 405469
1601536, 730358, 358295, 319934, 207237, 363415, 343314, 269523, 405626
1602560, 730778, 358520, 320244, 207296, 363758, 343539, 269697, 406063
1603584, 731248, 358745, 320440, 201283, 364093, 343740, 270057, 406152
1604608, 731849, 358981, 320591, 201419, 364087, 343938, 270226, 406398
1605632, 732381, 359206, 320795, 201588, 364321, 344196, 270383, 406670
1606656, 732354, 359431, 321078, 208068, 364554, 344311, 270389, 407113
1607680, 733078, 359667, 321303, 202386, 364882, 344657, 270752, 407359
1608704, 733720, 359892, 321409, 201711, 364944, 344899, 270959, 407456
1609728, 734234, 360128, 321608, 202144, 365361, 345065, 271066, 407702
1610752, 734681, 360353, 321696, 202274, 365597, 345256, 271341, 407962
1611776, 735056, 360578, 322028, 201910, 365905, 345534, 271477, 408394
1612800, 735589, 360814, 322231, 209091, 365941, 345665, 271510, 419702
1613824, 735908, 361039, 322501, 208884, 366316, 345919, 271536, 408754
1614848, 736482, 361264, 322633, 210298, 366423, 346247, 271905, 409000
1615872, 733918, 361500, 322734, 202593, 366724, 346422, 272092, 409180
1616896, 737427, 361725, 323071, 203013, 367090, 346694, 272163, 409437
1617920, 737797, 361950, 323251, 209550, 367111, 346868, 272343, 409771
1618944, 738241, 362186, 323497, 209416, 367333, 347057, 272553, 409969
1619968, 737371, 362411, 323716, 209567, 367632, 347305, 272739, 410206
1620992, 739163, 362647, 323863, 209591, 367812, 347503, 272854, 410475
1622016, 739630, 362872, 323979, 209800, 368146, 347725, 273032, 410815
1623040, 739825, 363097, 324319, 209937, 368288, 347687, 273348, 411092
1624064, 740754, 363333, 324534, 203320, 368625, 348128, 273378, 411382
1625088, 738105, 363558, 324688, 209960, 368776, 348364, 273555, 411559
1626112, 741511, 363783, 324922, 210537, 369143, 348548, 273745, 411891
1627136, 741945, 364019, 325140, 210605, 369201, 348825, 273889, 412139
1628160, 742368, 364244, 325327, 210590, 369222, 349041, 274078, 412325
1629184, 742933, 364480, 325510, 211190, 369680, 349254, 274262, 412645
1630208, 743299, 364705, 325729, 210898, 369891, 349393, 274439, 412769
1631232, 743627, 364930, 325939, 211116, 370224, 349567, 274658, 413212
1632256, 742915, 365166, 326140, 211326, 370248, 349834, 274685, 413366
1633280, 744825, 365391, 326329, 210730, 370848, 350085, 274954, 413718
1634304, 745256, 365616, 326545, 211442, 370961, 350105, 275178, 413975
1635328, 745649, 365852, 326749, 211329, 371292, 350490, 275294, 414220
1636352, 746232, 366077, 326834, 204774, 371366, 350718, 275577, 414522
1637376, 746687, 366302, 327157, 204881, 371594, 351067, 275761, 414794
1638400, 746471, 366538, 327361, 205310, 371723, 351155, 275988, 415025
1639424, 747583, 366763, 327544, 204911, 371978, 351415, 276110, 415258
1640448, 747979, 366999, 327766, 205038, 372064, 351672, 276228, 415530
1641472, 745632, 367224, 327970, 205162, 372510, 351897, 276446, 415755
1642496, 749162, 367449, 328177, 205301, 372705, 352003, 276577, 416039
1643520, 746407, 367685, 328393, 205842, 372924, 352296, 276686, 416358
1644544, 749845, 367910, 328508, 205535, 373202, 352503, 276961, 416618
1645568, 750531, 368135, 328786, 205656, 373415, 352784, 277171, 416858
1646592, 750947, 368371, 329014, 205780, 373657, 352914, 277269, 417053
1647616, 751344, 368596, 328981, 205922, 373900, 353192, 277452, 417426
1648640, 749074, 368832, 329416, 206046, 374133, 353349, 277597, 417612
1649664, 749798, 369057, 329555, 206182, 374355, 353621, 277904, 417759
1650688, 752772, 369282, 329853, 206486, 374597, 353775, 277996, 418141
1651712, 752597, 369518, 330040, 206599, 374855, 354011, 278123, 418351
1652736, 753005, 369743, 330241, 213943, 375053, 354277, 278200, 418525
1653760, 751518, 369968, 330433, 213402, 375322, 354505, 278377, 418874
1654784, 753933, 370204, 330640, 214147, 375638, 354768, 278608, 419217
1655808, 755214, 370429, 330784, 206773, 375629, 354916, 278800, 419380
1656832, 755575, 370654, 331066, 207232, 376005, 355176, 279054, 419717
1657856, 751465, 370890, 331258, 207359, 376262, 355394, 279243, 419968
1658880, 756169, 371115, 331465, 207507, 376342, 355598, 279347, 420018
1659904, 756956, 371351, 331686, 209363, 376723, 355818, 279527, 420515
1660928, 757437, 371576, 331896, 212766, 377054, 356101, 279619, 420687
1661952, 757795, 371801, 332148, 208822, 377143, 356433, 279891, 420979
1662976, 758280, 372037, 332313, 215268, 377400, 356441, 280042, 421234
1664000, 758699, 372262, 332553, 208160, 377672, 356722, 280211, 421461
1665024, 755796, 372487, 332556, 215513, 378074, 356917, 280278, 421695
1666048, 758383, 372723, 332798, 214043, 378101, 357157, 280464, 422017
1667072, 760184, 372948, 333114, 213978, 378310, 357382, 280668, 422372
1668096, 758058, 373184, 333209, 208651, 378506, 357603, 280949, 422487
1669120, 761207, 373409, 333531, 208786, 378766, 357736, 281157, 422806
1670144, 761379, 373634, 333741, 208896, 378991, 358085, 281342, 423087
1671168, 762023, 373870, 333703, 209038, 379227, 358295, 281458, 423350
1672192, 762517, 374095, 334176, 209168, 379464, 358481, 281671, 423563
1673216, 763022, 374320, 334350, 209295, 379748, 358700, 281801, 423811
1674240, 763486, 374556, 334595, 209419, 379883, 358848, 282031, 424054
1675264, 763590, 374781, 334711, 217115, 380330, 359176, 282126, 424196
1676288, 761999, 375006, 334986, 217225, 380640, 359380, 282221, 424625
1677312, 762120, 375242, 335193, 217189, 380554, 359590, 282439, 424911
1678336, 763909, 375467, 335134, 217234, 380977, 359758, 282534, 425136
1679360, 765780, 375703, 335610, 217414, 381128, 360102, 282776, 425355
1680384, 766259, 375928, 335814, 217529, 381525, 360291, 282975, 425621
1681408, 766697, 376153, 336000, 217452, 381708, 360417, 283155, 425881
1682432, 764515, 376389, 336186, 210596, 381838, 360607, 283350, 426171
1683456, 767696, 376614, 336384, 210880, 381979, 360911, 283522, 426390
1684480, 767528, 376839, 336665, 211004, 382308, 361089, 283693, 426783
1685504, 768560, 377075, 336855, 218206, 382568, 361334, 283743, 427028
1686528, 765937, 377300, 336979, 211799, 383021, 361624, 283950, 427318
1687552, 769583, 377536, 337245, 211711, 383124, 361805, 284154, 427374
1688576, 769993, 377761, 337351, 218549, 383177, 361926, 284237, 427700
1689600, 770467, 377986, 337611, 218528, 383434, 362091, 284320, 427960
1690624, 770328, 378222, 337857, 218892, 383724, 362398, 284595, 428151
1691648, 771398, 378447, 338055, 218951, 384144, 362667, 284772, 428480
1692672, 769219, 378672, 338262, 213958, 384247, 362887, 284929, 428737
1693696, 770892, 378908, 338457, 212172, 384404, 363088, 285248, 428912
1694720, 772882, 379133, 338199, 212258, 384655, 363268, 285417, 429246
1695744, 773438, 379358, 338865, 212411, 384761, 363466, 285591, 429446
1696768, 773752, 379594, 339010, 212252, 384954, 363664, 285695, 429754
1697792, 774269, 379819, 339279, 219681, 385451, 364004, 285872, 430015
1698816, 774641, 380055, 339495, 212763, 385605, 364241, 286106, 430284
1699840, 774618, 380280, 339637, 213230, 385823, 364382, 286357, 430564
1700864, 775561, 380505, 339903, 213893, 386078, 364734, 286286, 430813
1701888, 775401, 380741, 340062, 213434, 386284, 364876, 286596, 431079
1702912, 776202, 380966, 340311, 213210, 386201, 365095, 286697, 431312
1703936, 777075, 381191, 340476, 213349, 386583, 365258, 287028, 431608
1704960, 774425, 381427, 340665, 213482, 387027, 365453, 287120, 431897
1705984, 776356, 381652, 340760, 213609, 387071, 365612, 287265, 432075
1707008, 775685, 381888, 341056, 213733, 387423, 365959, 287661, 444067
1708032, 779047, 382113, 341277, 213860, 387529, 366213, 287702, 432640
1709056, 779457, 382338, 341564, 213694, 387795, 366343, 287841, 432891
1710080, 779963, 382574, 341694, 214020, 387993, 366487, 288004, 433137
1711104, 777181, 382799, 341949, 221323, 388428, 366629, 288015, 433335
1712128, 780693, 383024, 342179, 224918, 388567, 367043, 288317, 433666
1713152, 778059, 383260, 342321, 221595, 388753, 367236, 288459, 433932
1714176, 778807, 383485, 342472, 214617, 389126, 367448, 288645, 434189
1715200, 781844, 383710, 342628, 221858, 389341, 367688, 288711, 434449
1716224, 782000, 383946, 342957, 221920, 389649, 367871, 289006, 434704
1717248, 779854, 384171, 343078, 222168, 389959, 368179, 289151, 434966
1718272, 783499, 384407, 343368, 222383, 390045, 368368, 289301, 435218
1719296, 784034, 384632, 343566, 222612, 390468, 368540, 289464, 435484
1720320, 784424, 384857, 343776, 222532, 390545, 368814, 289500, 435727
1721344, 784933, 385093, 344027, 222582, 390716, 369083, 289896, 435992
1722368, 785421, 385318, 344172, 215977, 390746, 369190, 290159, 436253
1723392, 785864, 385543, 344391, 222821, 391305, 369491, 290248, 436519
1724416, 786083, 385779, 344517, 216198, 391308, 369695, 290458, 436779
1725440, 782198, 386004, 344796, 216249, 391458, 369923, 290665, 437033
1726464, 787062, 386240, 345017, 216210, 391772, 370047, 290759, 437288
1727488, 787404, 386465, 345204, 216574, 391916, 370354, 291020, 437542
1728512, 787928, 386690, 345366, 216696, 392115, 370496, 291146, 437775
1729536, 785914, 386926, 345632, 216633, 392384, 370766, 291206, 438074
1730560, 785890, 387151, 345780, 216914, 392809, 371038, 291516, 438337
1731584, 789214, 387376, 346025, 216781, 393102, 371097, 291670, 438580
1732608, 790193, 387612, 346230, 217136, 393460, 371368, 291856, 438849
1733632, 787984, 387837, 346374, 217281, 393507, 371641, 291966, 439103
1734656, 791133, 388062, 346632, 217405, 393619, 371880, 292119, 439372
1735680, 791662, 388298, 346847, 217541, 394027, 372075, 292267, 439602
1736704, 791975, 388523, 347054, 224634, 393921, 372315, 292344, 439871
1737728, 792371, 388759, 347255, 222582, 394438, 372581, 292581, 440129
1738752, 792348, 388984, 347377, 225018, 394669, 372749, 292672, 440401
1739776, 790474, 389209, 347687, 224944, 394870, 372948, 292793, 440640
1740800, 793197, 389445, 347847, 223445, 395128, 373134, 292970, 440921
1741824, 794311, 389670, 348057, 223847, 395373, 373397, 293133, 441164
1742848, 791937, 389895, 348249, 225340, 395662, 373666, 293450, 441436
1743872, 795219, 390131, 348470, 225556, 395831, 373852, 293547, 441696
1744896, 795662, 390356, 348663, 225740, 396029, 374020, 293627, 441959
1745920, 796106, 390592, 348858, 226018, 396280, 374328, 293988, 442230
1746944, 796576, 390817, 349077, 226026, 396517, 374538, 294266, 442485
1747968, 795626, 391042, 349360, 218904, 396683, 374786, 294458, 442734
1748992, 797620, 391278, 349520, 219167, 396863, 374955, 294659, 443000
1750016, 798190, 391503, 349712, 226343, 396839, 375109, 294673, 443263
1751040, 795278, 391728, 349910, 226511, 397425, 375372, 294742, 443517
1752064, 795659, 391964, 350123, 226585, 397815, 375570, 294919, 443771
1753088, 799376, 392189, 350333, 225559, 397862, 375898, 295324, 444155
1754112, 800100, 392414, 350611, 219365, 398202, 376046, 295484, 444324
1755136, 800567, 392650, 350835, 221721, 398427, 376297, 295661, 444543
1756160, 801013, 392875, 350939, 220045, 398403, 376419, 295841, 444853
1757184, 801276, 393111, 351217, 220184, 398743, 376661, 296045, 445184
1758208, 801891, 393336, 351356, 220317, 399122, 376927, 296140, 445290
1759232, 799653, 393561, 351575, 220433, 399352, 377140, 296294, 445607
1760256, 802814, 393797, 351747, 220560, 399580, 377347, 296409, 445982
1761280, 802873, 394022, 351962, 226854, 399695, 377560, 296607, 446074
1762304, 803624, 394247, 352160, 227933, 399991, 377820, 296714, 446488
1763328, 804221, 394483, 352468, 220944, 400284, 377985, 297024, 446576
1764352, 801460, 394708, 352544, 221054, 400422, 378233, 297183, 446941
1765376, 805147, 394944, 352766, 221358, 400763, 378432, 297338, 447218
1766400, 802701, 395169, 352976, 221748, 400996, 378716, 297539, 447239
1767424, 806140, 395394, 352956, 220944, 400857, 378911, 297592, 447532
1768448, 806436, 395630, 353414, 228601, 401378, 379058, 297766, 447822
1769472, 806429, 395855, 353623, 228924, 401780, 379384, 298059, 448164
1770496, 804100, 396080, 353845, 229051, 401980, 379615, 298144, 448602
1771520, 807876, 396316, 363570, 222384, 401892, 379803, 298402, 448699
1772544, 808479, 396541, 354239, 222508, 402273, 380023, 298541, 448945
1773568, 808748, 396766, 354446, 229352, 402350, 380235, 298644, 449279
1774592, 808552, 397002, 354549, 229610, 402794, 380439, 298774, 449581
1775616, 809629, 397227, 354848, 228734, 402968, 380614, 299114, 449687
1776640, 806959, 397463, 355043, 222375, 403340, 380779, 299168, 450030
1777664, 809901, 397688, 355253, 229935, 403568, 381152, 299433, 450252
1778688, 811166, 397913, 355256, 222647, 403494, 381353, 299416, 450539
1779712, 811589, 398149, 355670, 230204, 403893, 381607, 299641, 450766
1780736, 812056, 398374, 355868, 229438, 404299, 381758, 299812, 451059
1781760, 812440, 398599, 356078, 230452, 404340, 381998, 300022, 451375
1782784, 812940, 398835, 356285, 229943, 404807, 382192, 300176, 451511
1783808, 810220, 399060, 356480, 230721, 404923, 382477, 300303, 451819
1784832, 809969, 399296, 356687, 223359, 405067, 382550, 300643, 452108
1785856, 814362, 399521, 356899, 223534, 405410, 382878, 300823, 452445
1786880, 814906, 399746, 357124, 223596, 405564, 383124, 301003, 452549
1787904, 815264, 399982, 357304, 223791, 405880, 383245, 301169, 452922
1788928, 812570, 400207, 357485, 223764, 406241, 383464, 301172, 453164
1789952, 816186, 400432, 357727, 223797, 406182, 383712, 301414, 453288
1790976, 816884, 400668, 357917, 223930, 406554, 383857, 301479, 453666
1792000, 817123, 400893, 358127, 231753, 406806, 384197, 301749, 454004
1793024, 817590, 401118, 358322, 231859, 407009, 384333, 301903, 454219
1794048, 818037, 401354, 358298, 232232, 407258, 384667, 302089, 454521
1795072, 818575, 401579, 358715, 232205, 407497, 384847, 302263, 454739
1796096, 819033, 401815, 358925, 232193, 407693, 385090, 302532, 454988
1797120, 819672, 402040, 359135, 224675, 407962, 385285, 302716, 455169
1798144, 819403, 402265, 359330, 224929, 408035, 385545, 302881, 455520
1799168, 817567, 402501, 359540, 225154, 408399, 385749, 303005, 455662
1800192, 820834, 402726, 359755, 225169, 408689, 385917, 303218, 456017
1801216, 820045, 402951, 359951, 225290, 408860, 386134, 303369, 456363
1802240, 821499, 403187, 360087, 225388, 409091, 386355, 303460, 456534
1803264, 819179, 403412, 360344, 232533, 409366, 386613, 303664, 456756
1804288, 819811, 403648, 360557, 233447, 409644, 386888, 303815, 456969
1805312, 823228, 403873, 360764, 233610, 409892, 387024, 303995, 457297
1806336, 823669, 404098, 360965, 233814, 410067, 387260, 304185, 457531
1807360, 822720, 404334, 361163, 226215, 410105, 387449, 304401, 457862
1808384, 824793, 404559, 361376, 233855, 410383, 387509, 304516, 458021
1809408, 821842, 404784, 361597, 234201, 410602, 387700, 304669, 458146
1810432, 825532, 405020, 361784, 234503, 411128, 388029, 304826, 458637
1811456, 822750, 405245, 361985, 233539, 411279, 388390, 305083, 458944
1812480, 825765, 405470, 362186, 233074, 411276, 388594, 305237, 458991
1813504, 827158, 405706, 362396, 226615, 411580, 388700, 305423, 459455
1814528, 827563, 405931, 362600, 234615, 411909, 388978, 305495, 459659
1815552, 827832, 406167, 362623, 227037, 412128, 389179, 305707, 459845
1816576, 828373, 406392, 363013, 233461, 412506, 389380, 305911, 460171
1817600, 828787, 406617, 363209, 235056, 412787, 389728, 305882, 460446
1818624, 829283, 406853, 363431, 234416, 412843, 389862, 306119, 460653
1819648, 829739, 407078, 363419, 235443, 413138, 390193, 306304, 460919
1820672, 827288, 407303, 363833, 227821, 413094, 390308, 306686, 461179
1821696, 827918, 407539, 364042, 227942, 413517, 390486, 306816, 461428
1822720, 831285, 407764, 364202, 227655, 413760, 390666, 306869, 461697
1823744, 831533, 408000, 364448, 227779, 414022, 391000, 307156, 461933
1824768, 828923, 408225, 364637, 227903, 414256, 391234, 307322, 462208
