bytes,builtin unrolled,builtin manual,builtin movdq manual,SSSE3
6899712, 1677563, 1016177, 1279872, 1864767
6900736, 1676161, 1027767, 1282555, 1865264
6901760, 1676445, 1044864, 1280189, 1814784
6902784, 1630105, 1002200, 1243794, 1767373
6903808, 1628098, 1073714, 1244273, 1815522
6904832, 1631057, 990808, 1280171, 1767752
6905856, 1615306, 1003402, 1179484, 1768036
6906880, 1630906, 1017331, 1282894, 1816241
6907904, 1631184, 1048364, 1245399, 1768447
6908928, 1678264, 1032985, 1244743, 1816688
6909952, 1678310, 1056645, 1281794, 1816972
6910976, 1632046, 991657, 1245534, 1769600
6912000, 1588084, 907800, 1246100, 1769499
6913024, 1632402, 1066512, 1246789, 1769934
6914048, 1632680, 968181, 1213595, 1770019
6915072, 1663343, 1050851, 1281969, 1770132
6916096, 1633088, 1027835, 1212603, 1770785
6917120, 1633344, 1022113, 1246186, 1770874
6918144, 1596806, 1030533, 1213014, 1771184
6919168, 1620716, 1008907, 1213993, 1771255
6920192, 1589900, 1007958, 1213996, 1771329
6921216, 1590629, 1025779, 1182571, 1771746
6922240, 1590366, 959662, 1215323, 1772145
6923264, 1634772, 1058833, 1248242, 1772435
6924288, 1635249, 1038626, 1248718, 1772636
6925312, 1635273, 982166, 1182611, 1772973
6926336, 1591369, 968054, 1236281, 1773334
6927360, 1591523, 940607, 1215351, 1773402
6928384, 1620086, 1022773, 1215432, 1773659
6929408, 1636268, 991675, 1249003, 1774064
6930432, 1636587, 1024760, 1285590, 1774265
6931456, 1636757, 991713, 1249905, 1774552
6932480, 1636970, 1026726, 1184223, 1774827
6933504, 1592974, 966114, 1215589, 1774845
6934528, 1551249, 1012532, 1250100, 1775243
6935552, 1684448, 941468, 1250245, 1775456
6936576, 1593705, 966050, 1251259, 1775835
6937600, 1684959, 1016999, 1251040, 1776390
6938624, 1594274, 1038094, 1251277, 1776559
6939648, 1594425, 994526, 1186044, 1776648
6940672, 1552653, 1001132, 1217853, 1776976
6941696, 1636546, 935789, 1185734, 1777266
6942720, 1595080, 1051319, 1251976, 1825872
6943744, 1687068, 1053873, 1251370, 1825751
6944768, 1639882, 964407, 1263635, 1777893
6945792, 1640101, 964305, 1218720, 1778336
6946816, 1553998, 915676, 1214468, 1778735
6947840, 1640608, 999699, 1252671, 1779956
6948864, 1640880, 1066560, 1288180, 1827257
6949888, 1641103, 1037804, 1253487, 1827471
6950912, 1688259, 989298, 1253327, 1779158
6951936, 1641544, 1030438, 1253219, 1828097
6952960, 1641817, 978063, 1253305, 1780122
6953984, 1597701, 995272, 1219853, 1780352
6955008, 1598033, 1000277, 1220201, 1780607
6956032, 1642880, 1047843, 1290078, 1828943
6957056, 1642834, 1012338, 1254600, 1829659
6958080, 1642997, 1048032, 1256495, 1829807
6959104, 1598819, 944931, 1256071, 1781704
6960128, 1599082, 978588, 1220736, 1782002
6961152, 1643742, 1023851, 1254872, 1830333
6962176, 1692251, 1060026, 1292399, 1830699
6963200, 1644184, 985643, 1290912, 1831083
6964224, 1644502, 981385, 1256698, 1783028
6965248, 1600245, 997775, 1255892, 1783161
6966272, 1600493, 969281, 1221688, 1783702
6967296, 1692197, 967155, 1256446, 1783915
6968320, 1645408, 1058917, 1257685, 1783640
6969344, 1645662, 1021554, 1222338, 1784391
6970368, 1692937, 1045882, 1292136, 1832736
6971392, 1646194, 1031796, 1258006, 1785112
6972416, 1693472, 1041473, 1292903, 1785204
6973440, 1602149, 1050838, 1223087, 1785464
6974464, 1646883, 1072281, 1223320, 1785583
6975488, 1647149, 1059703, 1258547, 1834235
6976512, 1647387, 1046287, 1294908, 1786070
6977536, 1587950, 1005025, 1191431, 1786614
6978560, 1647816, 1009624, 1258831, 1786753
6979584, 1648039, 1047089, 1258068, 1786759
6980608, 1648385, 1033128, 1258278, 1787164
6981632, 1648703, 1034351, 1258596, 1787422
6982656, 1649012, 995844, 1192679, 1787738
6983680, 1649071, 1028444, 1225043, 1788137
6984704, 1631542, 1002972, 1225399, 1788208
6985728, 1649498, 1017114, 1259344, 1836807
6986752, 1649934, 1030460, 1225421, 1837417
6987776, 1650023, 1029284, 1259131, 1837444
6988800, 1697794, 1076700, 1260296, 1789541
6989824, 1702055, 1120954, 1299205, 1889723
6990848, 1698725, 1089611, 1296041, 1789979
6991872, 1606650, 978293, 1261109, 1790455
6992896, 1960780, 1594251, 2155783, 1790824
6993920, 1698785, 1073388, 1299039, 1890526
6994944, 1683961, 1139109, 1297452, 1839554
6995968, 1717520, 1069226, 1297310, 1840004
6996992, 2008282, 1654772, 2188826, 1891268
6998016, 1652555, 1039822, 1261591, 1791989
6999040, 1701118, 1078142, 1263830, 1792412
7000064, 1652944, 1001999, 1261508, 1792146
7001088, 1653358, 1063483, 1228760, 1841144
7002112, 1666328, 1002026, 1262352, 1792785
7003136, 1566640, 940325, 1298751, 1841600
7004160, 1653930, 987502, 1298948, 1841806
7005184, 1654239, 1032941, 1262636, 1793595
7006208, 1654387, 1016860, 1228814, 1793784
7007232, 1567622, 926329, 1197332, 1793887
7008256, 1610201, 1063272, 1257713, 1794254
7009280, 1655120, 1059663, 1263239, 1843275
7010304, 1655386, 1017781, 1229467, 1795217
7011328, 1655605, 1004623, 1300913, 1795043
7012352, 1611128, 1006518, 1263434, 1844139
7013376, 1703463, 1032923, 1264219, 1795753
7014400, 1656319, 1035411, 1300015, 1844345
7015424, 1703950, 1036052, 1265097, 1844692
7016448, 1656851, 1033012, 1264813, 1796501
7017472, 1569875, 972956, 1199405, 1796729
7018496, 1657559, 1038357, 1231894, 1796995
7019520, 1612794, 1011460, 1265214, 1797352
7020544, 1613148, 976036, 1265789, 1797687
7021568, 1613241, 1006753, 1231698, 1797568
7022592, 1658335, 1074732, 1304140, 1798408
7023616, 1706894, 1076781, 1303237, 1798284
7024640, 1614051, 1072907, 1267118, 1798438
7025664, 1659126, 1000640, 2206936, 1798701
7026688, 1571953, 1017398, 1267050, 1799073
7027712, 1614722, 994105, 1232550, 1799348
7028736, 1615055, 1004527, 1266766, 1799132
7029760, 1660146, 1034782, 1303191, 1799892
7030784, 1660814, 954844, 1267597, 1800161
7031808, 1660517, 1022881, 1233321, 1801063
7032832, 1615985, 1052546, 1242571, 1800652
7033856, 1660962, 1046070, 1267495, 1800776
7034880, 1661125, 1013215, 1303802, 1801137
7035904, 1616496, 1047907, 1303911, 1801406
7036928, 1661679, 985211, 1201708, 1801571
7037952, 1617131, 1060695, 1202335, 1801955
7038976, 1662198, 1028849, 1202016, 1802148
7040000, 1617463, 1028834, 1269652, 1802384
7041024, 1697663, 994266, 1269260, 1802609
7042048, 1618131, 1135660, 1268645, 1803094
7043072, 1575817, 1006581, 1236575, 1803431
7044096, 1575794, 982156, 1202755, 1803375
7045120, 1626578, 1014502, 1270373, 1852861
7046144, 1711342, 984492, 1271180, 1852961
7047168, 1664260, 1040860, 1270784, 1853254
7048192, 1664331, 1081481, 1271161, 1804584
7049216, 1577003, 992099, 1204549, 1804465
7050240, 1577130, 961334, 1236443, 1853819
7051264, 1665008, 1062287, 1271245, 1805477
7052288, 1665221, 981015, 1307353, 1805492
7053312, 1665854, 979800, 1272298, 1805782
7054336, 1620703, 993178, 1271841, 1806266
7055360, 1578730, 965263, 1237446, 1806320
7056384, 1622220, 1042808, 1237539, 1806659
7057408, 1621431, 1013013, 1272889, 1855569
7058432, 1714407, 1042981, 1272367, 1856070
7059456, 1667938, 1057656, 1274935, 1807588
7060480, 1579519, 983323, 1238978, 1807567
7061504, 1579681, 957910, 1205986, 1808111
7062528, 1622689, 994399, 1238319, 1808091
7063552, 1668117, 1065857, 1238966, 1808436
7064576, 1715782, 1023385, 1310245, 1808930
7065600, 1619493, 976843, 1273930, 1808963
7066624, 1656550, 1021998, 1206577, 1809208
7067648, 1663627, 1072133, 1274339, 1809518
7068672, 1669310, 1070559, 1241278, 1809820
7069696, 1679501, 1046263, 1274196, 1809894
7070720, 1675266, 1011333, 1274474, 1810266
7071744, 1613317, 1001650, 1236441, 1859754
7072768, 1625012, 1005835, 1275306, 1860108
7073792, 1718076, 1012798, 1275544, 1811298
7074816, 1582718, 1014167, 1237178, 1811349
7075840, 1670973, 985286, 1242291, 1811822
7076864, 1671100, 1041739, 1276100, 1811854
7077888, 1671307, 1064553, 1275770, 1812230
7078912, 1671570, 1088176, 2213995, 1812655
7079936, 1671774, 988485, 1242263, 1812587
7080960, 1584255, 969787, 1236381, 1813303
7081984, 1672451, 986900, 1276623, 1862608
7083008, 1672510, 1105628, 1315806, 1814246
7084032, 1721101, 1181027, 1314165, 1813865
7085056, 1673195, 1046736, 1242577, 1814172
7086080, 1585296, 962521, 1314775, 1814358
7087104, 1707809, 1077314, 1312584, 1863798
7088128, 1673764, 1087755, 1277869, 1814696
7089152, 1674002, 1041400, 1314881, 1815233
7090176, 1723374, 1146132, 1316341, 1865560
7091200, 1725384, 1183025, 1319995, 1864780
7092224, 1677944, 993109, 1278820, 1815772
7093248, 1675022, 1038460, 1279781, 1816265
7094272, 1723966, 1047543, 1280292, 1816709
7095296, 1630396, 1033114, 1244687, 1817052
7096320, 1737530, 1063686, 1315465, 1866606
7097344, 1982538, 1624076, 1319977, 1868706
7098368, 1727442, 1140626, 1597864, 1867821
7099392, 1724746, 1159518, 1280418, 1867213
7100416, 1676639, 1050479, 1279939, 1817995
7101440, 1654132, 1049141, 1213330, 1818204
7102464, 1589068, 998153, 1213894, 1818131
7103488, 1677523, 989196, 1280440, 1818494
7104512, 1677566, 1021793, 1281003, 1818864
7105536, 1677844, 988970, 1280836, 1819331
7106560, 1632973, 1040285, 1274518, 1819346
7107584, 1590603, 963770, 1214565, 1819621
7108608, 1590372, 967857, 1246627, 1819875
7109632, 1633396, 989722, 1318028, 1820372
7110656, 1707097, 990445, 1282863, 1820685
7111680, 1679690, 991082, 1282903, 1821067
7112704, 1679736, 1066463, 1319121, 1821135
7113728, 1591425, 995843, 1215403, 1821398
7114752, 1680002, 1021511, 1281757, 1870722
7115776, 1680252, 985870, 1248450, 1871130
7116800, 1680515, 995084, 1282721, 1871520
7117824, 1663626, 1082001, 1283256, 1822361
7118848, 1635618, 1016618, 1281173, 1822956
7119872, 1681374, 996284, 1284013, 1823086
7120896, 1636168, 1048164, 1320572, 1872548
7121920, 1730134, 1007086, 1285605, 1872838
7122944, 1729953, 992204, 1283803, 1873258
7123968, 1731652, 1132753, 1284313, 1873720
7124992, 1682450, 965470, 1321307, 1873319
7126016, 1731528, 1063940, 1321887, 1873938
7127040, 1683173, 1012631, 1284656, 1874319
7128064, 1637875, 1074508, 1285323, 1874648
7129088, 2117174, 1226904, 1322959, 1874802
7130112, 1683847, 992636, 1285413, 1825877
7131136, 1684045, 1049023, 1285602, 1826123
7132160, 1638773, 1028894, 1300030, 1826220
7133184, 1638948, 1087387, 1286273, 1876105
7134208, 1674637, 1016619, 1285865, 1876105
7135232, 1732966, 1085496, 1323534, 1826976
7136256, 1685114, 1016430, 1286508, 1827266
7137280, 1596699, 944635, 1219958, 1827406
7138304, 1685664, 990300, 1251898, 1827653
7139328, 1685770, 962542, 1323558, 1827976
7140352, 1734326, 1001121, 1287614, 1828307
7141376, 1686341, 1027526, 1288004, 1828281
7142400, 1641632, 1027647, 1253113, 1828777
7143424, 1686836, 963610, 1219760, 1829097
7144448, 1641532, 942395, 1253845, 1829173
7145472, 1687237, 964059, 1253518, 1829608
7146496, 1687692, 1096117, 1325631, 1829862
7147520, 1687983, 1003603, 1288909, 1829999
7148544, 1599233, 1022952, 1288715, 1830179
7149568, 1688313, 975712, 1254591, 1830610
7150592, 1646341, 1082505, 1257734, 1830894
7151616, 1688727, 1070241, 1288971, 1831006
7152640, 1689018, 1085195, 1289663, 1831477
7153664, 1600342, 1005368, 1255032, 1831657
7154688, 1600578, 1024062, 1221632, 1831701
7155712, 1644038, 953375, 1222365, 1831920
7156736, 1689945, 1068586, 1290219, 1832352
7157760, 1690217, 1029461, 1255987, 1832692
7158784, 1690446, 1048243, 1256924, 1832863
7159808, 1645041, 991833, 1256634, 1832884
7160832, 1602003, 967534, 1223110, 1833428
7161856, 1691182, 1065686, 1327603, 1833700
7162880, 1691543, 1025869, 1327919, 1833916
7163904, 1691636, 1051104, 1291113, 1834212
7164928, 1602840, 946341, 1223604, 1834392
7165952, 1603138, 1059156, 1291932, 1834868
7166976, 1692437, 995848, 1224837, 1835039
7168000, 1646881, 994130, 1257190, 1835243
7169024, 1692931, 1004496, 1293190, 1835613
7170048, 1647289, 1011414, 1257713, 1835784
7171072, 1604224, 1000594, 1225466, 1836065
7172096, 1655468, 1007417, 1258776, 1836104
7173120, 1693861, 1077670, 1293406, 1836630
7174144, 1694164, 1039016, 1258904, 1836887
7175168, 1694368, 1001952, 1294139, 1837038
7176192, 1644801, 1034023, 1225558, 1837271
7177216, 1694776, 971315, 1226150, 1837490
7178240, 1649330, 969094, 1258843, 1837940
7179264, 1649465, 1031886, 1331250, 1838025
7180288, 1695555, 1081089, 1258988, 1838270
7181312, 1695707, 1088057, 1294878, 1838475
7182336, 1695985, 975265, 1226253, 1838723
7183360, 1606964, 988531, 1259977, 1838992
7184384, 1650632, 1110322, 1295013, 1839243
7185408, 1735354, 1072154, 1287869, 1839725
7186432, 1697298, 1058531, 1295264, 1839979
7187456, 1651369, 1043144, 1295452, 1839802
7188480, 1608114, 1052733, 1295700, 1840574
7189504, 1697679, 1081673, 1298197, 1840739
7190528, 1698086, 1071371, 1261841, 1841038
7191552, 1698356, 1069719, 1296133, 1841558
7192576, 1652548, 1046640, 1262524, 1841608
7193600, 1652811, 955758, 1261999, 1841759
7194624, 1652974, 1035142, 1261596, 1841999
7195648, 1699147, 1084113, 1262149, 1842002
7196672, 1699357, 1108563, 1297629, 1842498
7197696, 1680626, 1006740, 1334795, 1842992
7198720, 1610400, 991337, 1262726, 1842850
7199744, 1610678, 1005498, 1229585, 1843261
7200768, 1700417, 1106301, 1298460, 1843598
7201792, 1654594, 1005414, 1297941, 1843826
7202816, 1700921, 1062067, 1298482, 1844128
7203840, 1611597, 1029774, 1264229, 1844485
7204864, 1655398, 1003302, 1263776, 1844580
7205888, 1655543, 1035785, 1293558, 1844692
7206912, 1750507, 1106756, 1299628, 1845275
7207936, 1656081, 1060144, 1299875, 1845623
7208960, 1656244, 978725, 1264200, 1845759
7209984, 1702532, 991857, 1230741, 1845736
7211008, 1613191, 982213, 1231592, 1846401
7212032, 1703100, 1100696, 1337421, 1846519
7213056, 1703267, 1004122, 1300268, 1846694
7214080, 1613888, 1016878, 1232816, 1847042
7215104, 1657719, 1051323, 1301084, 1847412
7216128, 1658037, 1028432, 1301093, 1847528
7217152, 1704232, 1158503, 1340089, 1848009
7218176, 1753188, 1066750, 1301838, 1848228
7219200, 1658843, 979088, 1265942, 1848462
7220224, 1615284, 980424, 1302568, 1848695
7221248, 1754122, 1053187, 1266577, 1849074
7222272, 1705511, 1008712, 1301866, 1849089
7223296, 1659774, 1012353, 1302153, 1849612
7224320, 1659892, 979448, 1234129, 1849609
7225344, 1689013, 1081435, 1304593, 1850129
7226368, 1706581, 1006190, 1268611, 1849839
7227392, 1706754, 1005927, 1303403, 1850579
7228416, 1707088, 1004103, 1270319, 1850676
7229440, 1617338, 1002169, 1268294, 1851011
7230464, 1644644, 952976, 1268983, 1851223
7231488, 1661497, 1027613, 1304144, 1851569
7232512, 1707860, 981201, 1304475, 1851699
7233536, 1662056, 977287, 1304608, 1852019
7234560, 1664531, 1035836, 1306741, 1852358
7235584, 1618737, 1064056, 1304697, 1852710
7236608, 1708824, 1067078, 1269772, 1852985
7237632, 1709025, 1041364, 1304376, 1852645
7238656, 1713022, 1102298, 1236101, 1853384
7239680, 1619627, 1024932, 1237284, 1853538
7240704, 1663558, 1053154, 1305541, 1853899
7241728, 1759075, 1065841, 1306527, 1854206
7242752, 1701924, 1066778, 1305046, 1854363
7243776, 1708475, 994449, 1298526, 1854511
7244800, 1620786, 1011391, 1236923, 1854792
7245824, 1710966, 1066172, 1270624, 1855102
7246848, 1711254, 1034814, 1344245, 1855525
7247872, 1665202, 1072037, 1306602, 1855696
7248896, 1665607, 1020606, 1306552, 1855859
7249920, 1711900, 1011478, 1271192, 1856087
7250944, 1665925, 1054913, 1238733, 1856471
7251968, 1712432, 1036846, 1272561, 1856820
7252992, 1712750, 1070530, 1330530, 1857139
7254016, 1666722, 978777, 1239273, 1857195
7255040, 1623024, 1038786, 1272749, 1857515
7256064, 1667131, 992559, 1308335, 1857538
7257088, 1667305, 1038728, 1273232, 1857946
7258112, 1713856, 1043537, 1308521, 1858203
7259136, 1714181, 983803, 1240205, 1858585
7260160, 1624192, 960474, 1274375, 1858939
7261184, 1668342, 1070854, 1301646, 1859300
7262208, 1715062, 1086541, 1310784, 1859233
7263232, 1715170, 1054949, 1274453, 1859709
7264256, 1715442, 1019725, 1310072, 1859901
7265280, 1625280, 964713, 1241225, 1859901
7266304, 1718998, 1067388, 1240379, 1860409
7267328, 1669657, 1058667, 1347639, 1860554
7268352, 1765325, 1010051, 1275580, 1860799
7269376, 1716666, 1022584, 1310923, 1861435
7270400, 1626530, 1014536, 1241627, 1861630
7271424, 1626729, 1007642, 1276176, 1861645
7272448, 1718187, 1011494, 1310718, 1861976
7273472, 1671123, 1052040, 1312375, 1864010
7274496, 1671428, 1105172, 1276683, 1862517
7275520, 1671506, 1046690, 1293648, 1862505
7276544, 1671984, 1013098, 1311655, 1862883
7277568, 1707737, 995124, 1312360, 1863280
7278592, 1718712, 1009117, 1276995, 1865166
7279616, 1718984, 1023793, 1312728, 1864288
7280640, 1672754, 1047574, 1243643, 1863904
7281664, 1628996, 1008219, 1243566, 1864312
7282688, 1673365, 1051229, 1313463, 1864433
7283712, 1673667, 1110086, 1314975, 1864945
7284736, 1720146, 1013438, 1277998, 1864962
7285760, 1629836, 1008854, 1313485, 1865352
7286784, 1720619, 983889, 1244421, 1865621
7287808, 1720845, 1071807, 1313785, 1865802
7288832, 1721228, 1122411, 1313979, 1865956
7289856, 1721392, 971636, 1278234, 1866278
7290880, 1675311, 959521, 1245574, 1866724
7291904, 1631261, 1014247, 1279431, 1866978
7292928, 1722078, 1026067, 1314823, 1867200
7293952, 1719155, 1037720, 1315373, 1867327
7294976, 1722526, 1089542, 1315568, 1867673
7296000, 1705062, 1017904, 1245996, 1867910
7297024, 1632364, 1122647, 1246792, 1868045
7298048, 1676784, 1087816, 1317009, 1868643
7299072, 1723525, 1025011, 1280446, 1868720
7300096, 1677427, 1058848, 1280712, 1869024
7301120, 1633448, 985187, 1246582, 1869358
7302144, 1678926, 1037716, 1281072, 1869757
7303168, 1773914, 1054715, 1316211, 1870059
7304192, 1678288, 1043755, 1318025, 1869882
7305216, 1678427, 1050470, 1282205, 1870432
7306240, 1685209, 1098807, 1283912, 1870505
7307264, 1725422, 1108879, 1316570, 1870807
7308288, 1679144, 1065348, 1282039, 1871269
7309312, 1726023, 1038688, 1317584, 1871543
7310336, 1679563, 982436, 1282746, 1871744
7311360, 1635586, 1084884, 1318236, 1871937
7312384, 1726770, 1052513, 1281745, 1872022
7313408, 1727027, 1051744, 1318427, 1872478
7314432, 1727166, 1023672, 1319234, 1872593
7315456, 1636482, 1017642, 1318254, 1872959
7316480, 1636754, 975123, 1248829, 1873220
7317504, 1681286, 1082303, 1284514, 1873613
7318528, 1728279, 995508, 1356313, 1873485
7319552, 1728714, 1077332, 1320059, 1873991
7320576, 1728640, 1081846, 1250177, 1874349
7321600, 1728925, 1021874, 1250908, 1874609
7322624, 1729159, 1080595, 1320207, 1874724
7323648, 1729370, 1053060, 1312562, 1875186
7324672, 1730937, 1126491, 1320696, 1875245
7325696, 1730047, 998586, 1251567, 1875644
7326720, 1639134, 975886, 1251043, 1875753
7327744, 1683544, 1084467, 1321114, 1876350
7328768, 1730606, 1094482, 1321629, 1876404
7329792, 1667584, 1016017, 1286291, 1876590
7330816, 1721550, 1071954, 1289471, 1877093
7331840, 1684538, 1052371, 1286515, 1877175
7332864, 1731626, 1090541, 1287418, 1877510
7333888, 1731926, 1113809, 1358286, 1877811
7334912, 1640876, 1080962, 1287297, 1878027
7335936, 1641047, 1038638, 1322334, 1878346
7336960, 1782159, 1067458, 1322764, 1878577
7337984, 1732816, 1043154, 1323280, 1878778
7339008, 1733246, 1062880, 1323410, 1878867
7340032, 1642085, 1000516, 1287660, 1879127
7341056, 1784828, 1119425, 1327026, 1879686
7342080, 1733762, 1114460, 1323178, 1879650
7343104, 1734155, 1061301, 1324118, 1879887
7344128, 1687352, 1067606, 1288059, 1879892
7345152, 1687590, 993921, 1288878, 1880416
7346176, 1734637, 1048390, 1255055, 1881102
7347200, 1735091, 1050909, 1324794, 1880892
7348224, 1735144, 1086664, 1324875, 1881268
7349248, 1644054, 1023888, 1289247, 1881581
7350272, 1731330, 1051969, 1255330, 1882077
7351296, 1688914, 1043712, 1289431, 1882284
7352320, 1743372, 1026166, 1290029, 1882388
7353344, 1736445, 1127531, 1325329, 1882914
7354368, 1645287, 1034117, 1289990, 1883041
7355392, 1736906, 1038105, 1256560, 1883343
7356416, 1690235, 1039767, 1290613, 1883263
7357440, 1737338, 1053088, 1363766, 1883757
7358464, 1717680, 1039526, 1257566, 1883940
7359488, 1646440, 1126970, 1291078, 1884235
7360512, 1646650, 973231, 1290767, 1884434
7361536, 1691344, 1083583, 1290655, 1884797
7362560, 1738637, 1043719, 1328117, 1884960
7363584, 1691810, 1095647, 1327258, 1885271
7364608, 1647439, 1026319, 1257751, 1885628
7365632, 1647764, 1022621, 1291867, 1885820
7366656, 1692650, 1091873, 1328470, 1885995
7367680, 1739786, 1047574, 1327428, 1886225
7368704, 1740018, 1119450, 1259115, 1886554
7369728, 1693230, 1133983, 1331375, 1886743
7370752, 1740939, 1083985, 1328791, 1887402
7371776, 1740735, 1069380, 1329406, 1887242
7372800, 1740930, 1109661, 1329298, 1887577
7373824, 1649609, 976149, 1288670, 1888085
7374848, 1650200, 972116, 1259366, 1888194
7375872, 1741602, 1006073, 1294720, 1888555
7376896, 1741885, 1097282, 1329369, 1888771
7377920, 1650464, 1092464, 1293865, 1889114
7378944, 1677664, 1151463, 1260383, 1889016
7379968, 1742679, 975901, 1260238, 1889522
7380992, 1742874, 1087246, 1330355, 1889546
7382016, 1743143, 1114041, 1330460, 1889974
7383040, 1651640, 1040317, 1294925, 1890196
7384064, 1740955, 1030348, 1260581, 1890279
7385088, 1743881, 1052476, 1295385, 1890920
7386112, 1769750, 1086940, 1331613, 1890983
7387136, 1744348, 1087830, 1295878, 1891302
7388160, 1697443, 1028849, 1262015, 1891562
7389184, 1744790, 1088238, 1295935, 1891822
7390208, 1745069, 1067355, 1331808, 1892091
7391232, 1698174, 1004324, 1369858, 1892375
7392256, 1738481, 1110903, 1332327, 1892611
7393280, 1684180, 1039960, 1261991, 1893061
7394304, 1698946, 1036127, 1297032, 1893484
7395328, 1746450, 1005276, 1297495, 1893144
7396352, 1746536, 1088704, 1333820, 1893703
7397376, 1707018, 1051035, 1263005, 1893957
7398400, 1699834, 1059091, 1333910, 1894376
7399424, 1747306, 1067709, 1372566, 1894764
7400448, 1747600, 1111327, 1334256, 1894752
7401472, 1655732, 1060413, 1299063, 1895042
7402496, 1700777, 1021928, 1299356, 1895382
7403520, 1701010, 1034113, 1334998, 1895240
7404544, 1748626, 1064763, 1299713, 1895908
7405568, 1748771, 1059162, 1334787, 1895911
7406592, 1749591, 1024253, 1265078, 1896505
7407616, 1749275, 1083022, 1334772, 1896322
7408640, 1749557, 1129264, 1374561, 1896665
7409664, 1749813, 1092717, 1335801, 1897203
7410688, 1657849, 1047318, 1265445, 1897309
7411712, 1658015, 1006760, 1266266, 1897794
7412736, 1750447, 1077417, 1336580, 1897847
7413760, 1750632, 1092639, 1336475, 1898241
7414784, 1658804, 1035607, 1267928, 1898276
7415808, 1751191, 1123828, 1300813, 1898678
7416832, 1704062, 1106614, 1336831, 1899024
7417856, 1751630, 1085737, 1302185, 1899122
7418880, 1751961, 1106657, 1337257, 1899462
7419904, 1705364, 1036711, 1335277, 1899707
7420928, 1705020, 1130166, 1330284, 1899982
7421952, 1752780, 1062240, 1303152, 1900411
7422976, 1752845, 1094349, 1337801, 1900245
7424000, 1660829, 1045530, 1302037, 1900896
7425024, 1705941, 1057468, 1267963, 1900854
7426048, 1706117, 1099201, 1338731, 1901484
7427072, 1753720, 1061854, 1302958, 1901363
7428096, 1706625, 1128700, 1268126, 1901756
7429120, 1706890, 1148910, 1304555, 1902069
7430144, 1707054, 1070151, 1339841, 1902054
7431168, 1805107, 1085193, 1339791, 1902540
7432192, 1707680, 1073868, 1303820, 1902750
7433216, 1707740, 1046901, 1303366, 1903146
7434240, 1708030, 1066397, 1303823, 1903314
7435264, 1708372, 1047076, 1340162, 1903601
7436288, 1756060, 1115738, 1305745, 1903793
7437312, 1756248, 1056989, 1269823, 1904133
7438336, 1708903, 1072271, 1333919, 1904266
7439360, 1756885, 1145624, 1305721, 1904706
7440384, 1757055, 1113816, 1341316, 1904884
7441408, 1664672, 1067893, 1305533, 1905002
7442432, 1664903, 1045651, 1308099, 1905434
7443456, 1665134, 1038478, 1343006, 1905656
7444480, 1757880, 1099294, 1341893, 1906134
7445504, 1710986, 1146875, 1342193, 1906241
7446528, 1710816, 1064913, 1345182, 1906554
7447552, 1711055, 1048198, 1305763, 1906700
7448576, 1758851, 1114580, 1306546, 1907063
7449600, 1759064, 1033903, 1381926, 1907225
7450624, 1711880, 1089586, 1272614, 1907527
7451648, 1741011, 1050645, 1306709, 1907610
7452672, 1759790, 1073264, 1307168, 1907924
7453696, 1760449, 1069096, 1307794, 1908420
7454720, 1760471, 1122594, 1344666, 1908923
7455744, 1760619, 1079415, 1273516, 1908940
7456768, 1668176, 1061959, 1382742, 1909153
7457792, 1761318, 1099313, 1345185, 1909742
7458816, 1761379, 1097299, 1345779, 1909798
7459840, 1668906, 1011456, 1273992, 1910202
7460864, 1669108, 1117902, 1345705, 1910427
7461888, 1714745, 1107510, 1345733, 1910809
7462912, 1771764, 1117333, 1345127, 1910906
7463936, 1669929, 1082347, 1309241, 1911255
7464960, 1763107, 1148067, 1345862, 1911356
7465984, 1763129, 1058270, 1347235, 1911675
7467008, 1715870, 1081526, 1275834, 1911817
7468032, 1670683, 1107992, 1310463, 1912139
7469056, 1763833, 1110440, 1346452, 1912435
7470080, 1764034, 1038221, 1348143, 1912793
7471104, 1764294, 1108607, 1276162, 1913079
7472128, 1717006, 1087617, 1339863, 1913239
7473152, 1764723, 1085830, 1346975, 1913568
7474176, 1717593, 1106076, 1347278, 1913896
7475200, 1672274, 1053645, 1311064, 1914094
7476224, 1766195, 1058065, 1311587, 1914321
7477248, 1718045, 1137994, 1311992, 1914732
7478272, 1766047, 1091746, 1347890, 1914762
7479296, 1766387, 1069722, 1277008, 1915253
7480320, 1673477, 1104517, 1312594, 1915409
7481344, 1718958, 1101934, 1348230, 1915749
7482368, 1766931, 1133130, 1349627, 1915936
7483392, 1674405, 1108502, 1313488, 1916095
7484416, 1674370, 1032201, 1278335, 1916397
7485440, 1767672, 1129928, 1313835, 1916642
7486464, 1767864, 1100215, 1468633, 1916929
7487488, 1675272, 1075349, 1278613, 1916938
7488512, 1720615, 1059207, 1288786, 1917547
7489536, 1768763, 1050699, 1349883, 1917656
7490560, 1768918, 1077420, 1315229, 1917964
7491584, 1721425, 1072085, 1345946, 1918286
7492608, 2082520, 1155018, 1357302, 1918339
7493632, 1769622, 1104635, 1350996, 1918777
7494656, 1769861, 1119057, 1315177, 1918892
7495680, 1676824, 1078579, 1315670, 1919327
7496704, 1770393, 1096602, 1351596, 1919409
7497728, 1821297, 1820275, 1316263, 1919948
7498752, 1722969, 1105071, 1352369, 1920193
7499776, 1677891, 1079494, 1316740, 1920586
