1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1604,1628,1607,1633,1626,1731,1620,1651,1540,1526,1635,1544,1667,1479,1383,1343,1200,1025,925
