512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304,8388608,16777216,33554432,67108864,134217728,pattern
1.78125,1.50977,2.54492,1.89209,1.64673,1.5282,1.48682,2.51257,2.37004,2.54065,4.25929,4.59408,4.11761,7.01065,9.96831,10.89,11.1125,11.1826,11.1936,loop
4.94531,5.13672,11.8486,12.3984,8.31787,9.71924,10.1331,6.54996,15.9341,13.6222,11.6281,13.7541,12.1536,14.2648,13.6364,13.1348,12.248,14.9999,13.9973,linear list
4.29688,4.88672,4.85742,4.34766,5.00977,7.6604,4.86957,11.5468,10.0749,12.0911,32.0545,78.7548,68.5855,288.442,187.175,230.36,245.577,222.846,252.25,random list
4.76172,4.4043,4.83496,5.01758,4.65015,4.55457,4.77942,11.2157,11.3733,23.1663,33.8033,34.7528,52.0384,139.601,211.591,225.555,220.894,233.434,269.24,far list
